ope_id_00100200,school_alabama_agricultural_mechanical_university,state_al,zip_code_357621357,school_type_public,recipients_236,number_of_loans_originated_240,dollar_amount_of_loans_originated_843545,number_of_disbursements_529,dollar_amount_of_disbursements_970795,recipients_283,number_of_loans_originated_306,dollar_amount_of_loans_originated_966467,number_of_disbursements_671,dollar_amount_of_disbursements_1113771,recipients_55,number_of_loans_originated_56,dollar_amount_of_loans_originated_481420,number_of_disbursements_118,dollar_amount_of_disbursements_576247,recipients_172,number_of_loans_originated_178,dollar_amount_of_loans_originated_2122746,number_of_disbursements_375,dollar_amount_of_disbursements_2332380,recipients_42,number_of_loans_originated_43,dollar_amount_of_loans_originated_331579,number_of_disbursements_85,dollar_amount_of_disbursements_333079
124200,MONTEREY PENINSULA COLLEGE,CA,939404799,Public,10,10,35250,14,38750,10,10,47000,15,50000,,,,,,1,1,17000,1,17000,,,,,
124300,MOUNT SAINT MARY'S UNIVERSITY,CA,900491599,Private-Nonprofit,35,35,159179,85,137498,36,36,248800,83,199356,15,15,175187,296,2037325,7,7,130766,11,155927,33,34,399959,189,2348957
124500,MOUNT SAN ANTONIO COLLEGE,CA,917891399,Public,79,79,300250,412,509553,77,77,372111,405,629116,,,,,,1,1,12000,10,38059,,,,,
124600,MT. SAN JACINTO COLLEGE,CA,925832399,Public,18,18,69500,38,72900,16,17,78214,35,81214,,,,,,,,,,,,,,,
124700,NAPA VALLEY COLLEGE,CA,945586236,Public,6,6,18500,13,20750,7,7,24130,15,27130,,,,,,,,,,,,,,,
124900,OCCIDENTAL COLLEGE,CA,900413314,Private-Nonprofit,1,1,3500,2,3500,,,,,,,,,,,1,1,12130,1,12130,,,,,
125000,ORANGE COAST COLLEGE,CA,926285005,Public,39,42,127338,54,146364,36,37,111836,48,135086,,,,,,8,8,95501,12,95501,,,,,
125100,OTIS COLLEGE OF ART AND DESIGN,CA,900453505,Private-Nonprofit,3,3,12500,9,19500,1,1,2000,6,6000,,,,,,3,3,35594,10,106211,,,,,
125200,HOPE INTERNATIONAL UNIVERSITY,CA,928313104,Private-Nonprofit,3,3,7750,3,7750,3,3,9500,3,9500,9,9,103702,9,103702,2,2,24249,2,24249,2,2,18418,2,18418
125300,FRESNO PACIFIC UNIVERSITY,CA,937024798,Private-Nonprofit,409,418,1953893,431,832330,260,265,1664022,280,672746,212,218,3991619,223,1541818,5,5,53647,6,27647,25,25,444341,25,185171
125500,PACIFIC OAKS COLLEGE,CA,911030000,Private-Nonprofit,72,73,312759,134,287122,72,75,438526,132,399066,233,234,4533766,408,4199497,,,,,,42,42,993291,87,1039642
125600,PACIFIC SCHOOL OF RELIGION,CA,947091323,Private-Nonprofit,,,,,,,,,,,3,3,61500,3,22084,,,,,,1,1,24000,1,8000
125800,PACIFIC UNION COLLEGE,CA,945089797,Private-Nonprofit,14,14,36165,356,606778,14,14,40247,419,763001,0,0,0,2,15616,1,1,26372,64,482148,0,0,0,1,6833
126000,PALOMAR COLLEGE,CA,920691486,Public,31,31,97851,109,179167,27,27,132066,95,236411,,,,,,,,,,,,,,,
126100,PASADENA CITY COLLEGE,CA,911062003,Public,44,44,145677,131,219559,42,44,199964,134,304006,,,,,,3,3,32979,7,40532,,,,,
126200,POINT LOMA NAZARENE UNIVERSITY,CA,921062899,Private-Nonprofit,153,159,407981,275,646306,152,159,551062,246,786960,334,360,3276162,589,5284257,8,8,50595,10,62788,56,57,734325,91,1189501
126600,LANEY COLLEGE,CA,946074893,Public,23,23,60111,68,68361,22,22,78250,62,87000,,,,,,,,,,,,,,,
126700,MERRITT COLLEGE,CA,946193196,Public,18,18,48000,46,50625,17,17,70000,46,76000,,,,,,,,,,,,,,,
126800,PORTERVILLE COLLEGE,CA,932576059,Public,6,6,14000,13,14000,3,3,11000,7,12000,,,,,,,,,,,,,,,
126900,RIO HONDO COMMUNITY COLLEGE,CA,906011699,Public,18,18,55250,58,94750,20,20,98500,57,142250,,,,,,,,,,,,,,,
127000,RIVERSIDE CITY COLLEGE,CA,925061299,Public,53,53,151425,126,181757,50,50,149094,119,193887,,,,,,,,,,,,,,,
127300,SAN DIEGO CITY COLLEGE,CA,921014787,Public,51,54,122612,116,145602,32,34,118000,71,133000,,,,,,3,4,27664,8,27664,,,,,
127500,SAN DIEGO MESA COLLEGE,CA,921114996,Public,51,53,130989,124,158904,22,24,99999,46,95449,,,,,,2,2,28000,4,28000,,,,,
127800,SAN FRANCISCO CONSERVATORY OF MUSIC,CA,941026011,Private-Nonprofit,,,,,,,,,,,1,1,6000,1,6000,1,1,14954,1,14954,2,2,19232,2,19232
128000,SAN JOAQUIN DELTA COLLEGE,CA,952076370,Public,5,5,8750,25,26750,6,6,13550,36,48800,,,,,,,,,,,,,,,
128100,WILLIAM JESSUP UNIVERSITY,CA,957653784,Private-Nonprofit,19,20,57003,56,107950,21,21,85448,51,129537,7,7,58174,126,788497,17,17,209707,30,239962,3,3,24254,11,66547
128200,SAN JOSE CITY COLLEGE,CA,951282797,Public,3,3,10500,20,32970,3,3,4600,18,12837,,,,,,,,,,,,,,,
128400,SANTA ANA COLLEGE,CA,927063398,Public,31,31,73750,213,207316,24,24,84250,184,254101,,,,,,,,,,,,,,,
128500,SANTA BARBARA CITY COLLEGE,CA,931092394,Public,22,23,77863,52,83613,28,29,128354,65,139404,,,,,,1,1,9777,2,9777,,,,,
128600,SANTA MONICA COLLEGE,CA,904051644,Public,99,99,330074,363,619831,109,110,480105,384,908987,,,,,,4,4,30044,12,41481,,,,,
128700,SANTA ROSA JUNIOR COLLEGE,CA,954014395,Public,13,13,47700,26,49450,10,10,30792,21,33042,,,,,,,,,,,,,,,
128900,SHASTA COLLEGE,CA,960497692,Public,17,17,42350,34,42350,16,16,33967,32,33967,,,,,,,,,,,,,,,
129000,SIERRA COLLEGE,CA,956773397,Public,34,34,132033,93,177687,29,31,106500,79,128704,,,,,,1,1,40000,2,40000,,,,,
129100,SIMPSON UNIVERSITY,CA,960038606,Private-Nonprofit,45,47,211500,48,92017,40,42,226237,42,90536,6,6,111000,63,423277,1,1,8919,1,8919,1,1,2000,20,199714
129200,SOLANO COMMUNITY COLLEGE,CA,945343197,Public,12,12,43167,22,39417,14,15,85812,26,68812,,,,,,,,,,,,,,,
129300,VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA,CA,926266597,Private-Nonprofit,8,8,29731,62,110752,7,7,24139,57,121367,9,9,131504,109,791768,3,3,25067,8,65181,1,1,17298,7,105958
129400,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,CA,919107299,Public,152,152,524233,341,607969,150,150,819417,332,919449,,,,,,,,,,,,,,,
129500,SOUTHWESTERN LAW SCHOOL,CA,900101106,Private-Nonprofit,,,,,,,,,,,325,325,6545500,326,2348319,,,,,,226,264,8074776,303,2399313
130200,SAINT MARY'S COLLEGE OF CALIFORNIA,CA,945752744,Private-Nonprofit,37,37,156455,37,71961,32,32,190026,33,82434,105,108,1975565,109,838202,7,7,70172,7,70172,36,37,831095,37,299872
130500,STANFORD UNIVERSITY,CA,943052004,Private-Nonprofit,16,16,52813,40,57813,22,22,82747,55,87473,59,61,799060,146,1145913,7,7,74642,14,98758,65,68,1177898,122,1478294
130700,FRESNO CITY COLLEGE,CA,937410002,Public,16,16,44308,51,56448,6,6,9746,13,10137,,,,,,1,1,6200,2,6200,,,,,
130800,REEDLEY COLLEGE,CA,936542099,Public,3,3,8670,14,21545,2,2,4000,8,10518,,,,,,,,,,,,,,,
130900,TAFT COLLEGE,CA,932682317,Public,2,2,9000,5,10750,3,3,16500,7,17500,,,,,,,,,,,,,,,
131200,"UNIVERSITY OF CALIFORNIA, BERKELEY",CA,947201520,Public,826,986,2270755,1294,2262649,497,588,1550986,760,1557318,315,332,2939943,392,2961793,185,197,1654119,241,1682619,272,308,4109257,392,4156949
131300,"UNIVERSITY OF CALIFORNIA, DAVIS",CA,956168558,Public,415,427,1096029,891,1235320,278,284,645006,428,676951,635,643,19277540,786,5743752,143,146,1059928,195,1108202,427,430,15806130,492,4580115
131400,"UNIVERSITY OF CALIFORNIA, IRVINE",CA,926970001,Public,285,285,1036755,1449,1889146,167,168,508786,1073,1255140,64,69,757650,303,1480003,38,38,444109,317,792831,35,35,524212,252,2647584
131500,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",CA,900959000,Public,575,590,1961094,896,1222360,428,446,1219938,677,853776,487,643,9816792,842,4142051,133,142,3550746,216,1347156,311,341,16647043,519,5204460
131600,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",CA,925210209,Public,1080,1095,5054846,1314,1736913,826,844,2567187,1030,1025563,86,87,2493706,114,642586,44,45,1014206,81,519910,54,55,1800450,70,462745
131700,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,920930013,Public,592,649,1503292,1024,1263694,515,546,1458767,807,1103688,224,256,1710573,332,1871869,93,108,1162520,198,1074493,140,160,1318175,237,1510259
131900,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,941430402,Public,,,,,,,,,,,488,505,14896363,539,4245558,,,,,,168,180,4739118,203,1629569
132000,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",CA,931062030,Public,370,407,860353,566,895231,294,313,685072,412,702493,31,34,287428,54,287428,75,84,561831,137,675986,11,13,90238,30,99416
132100,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",CA,950640001,Public,268,277,692639,545,832932,268,282,761483,485,843081,11,12,157738,52,255414,47,48,631949,123,793286,6,7,92736,21,111409
132200,UNIVERSITY OF REDLANDS,CA,923730999,Private-Nonprofit,45,45,206952,78,182878,51,51,297099,89,276504,101,101,1811939,411,3020781,8,8,85635,11,85635,30,31,756479,89,1046634
132500,UNIVERSITY OF SAN FRANCISCO,CA,941171080,Private-Nonprofit,24,24,65281,27,68031,26,26,66196,30,69696,163,165,1287429,169,1287429,40,50,601165,55,601165,549,662,7859671,672,7859671
132600,SANTA CLARA UNIVERSITY,CA,950534956,Private-Nonprofit,49,51,77172,211,294256,96,102,183996,329,498706,64,66,645799,76,693636,17,18,340137,82,1047698,219,230,3248230,265,3573758
132800,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,900890001,Private-Nonprofit,92,99,329354,139,326604,89,94,196840,138,195840,3161,3196,34974223,3219,34937223,125,131,2996149,140,3004754,2186,2239,42371618,2251,42410478
132900,UNIVERSITY OF THE PACIFIC,CA,952110197,Private-Nonprofit,46,47,144300,70,144675,42,44,122680,63,121930,588,597,6791053,1313,13591953,24,25,282287,34,250552,676,751,11660998,1464,24511946
133400,VENTURA COLLEGE,CA,930033872,Public,11,11,40750,18,34625,6,6,25000,10,22500,,,,,,2,2,16673,4,16673,,,,,
133500,VICTOR VALLEY COMMUNITY COLLEGE,CA,923955850,Public,31,31,107624,113,205124,29,29,37250,106,169250,,,,,,,,,,,,,,,
133800,WEST VALLEY COLLEGE,CA,950705697,Public,4,4,12250,35,42625,6,6,19206,35,53206,,,,,,,,,,,,,,,
133900,CORBAN UNIVERSITY,OR,973179392,Private-Nonprofit,4,5,10167,12,20247,4,4,7769,10,21221,6,6,37637,46,307489,1,1,16881,2,16881,0,0,0,6,31675
134100,WESTMONT COLLEGE,CA,931081099,Private-Nonprofit,29,29,84730,48,123397,27,28,97388,44,139388,,,,,,8,8,129678,14,189896,,,,,
134200,WHITTIER COLLEGE,CA,906084413,Private-Nonprofit,9,9,31650,15,31650,12,12,51500,21,51500,1,1,5500,4,10300,7,7,115391,15,114874,,,,,
134300,WOODBURY UNIVERSITY,CA,915041052,Private-Nonprofit,16,16,40167,17,40167,13,13,30100,14,30100,6,6,61500,7,41000,6,6,45286,6,45286,3,3,11150,3,5575
134400,YUBA COLLEGE,CA,959017699,Public,1,1,4500,4,8422,1,1,2600,4,8600,,,,,,,,,,,,,,,
134500,ADAMS STATE UNIVERSITY,CO,811022373,Public,22,22,49145,27,59845,28,29,83475,35,86225,47,49,393755,488,3334461,2,2,13018,6,52213,7,7,80617,72,545330
134600,ARAPAHOE COMMUNITY COLLEGE,CO,801609002,Public,54,54,135799,134,208814,52,52,179391,128,299786,,,,,,0,0,0,1,8770,,,,,
134700,COLORADO COLLEGE,CO,809033294,Private-Nonprofit,3,3,8799,6,8799,2,2,5000,4,8633,,,,,,2,2,15199,2,15199,,,,,
134800,COLORADO SCHOOL OF MINES,CO,804011887,Public,19,19,67724,20,67724,25,26,73744,29,75770,6,6,71721,6,71721,26,26,327825,26,327825,5,5,49590,5,49590
134900,UNIVERSITY OF NORTHERN COLORADO,CO,806390001,Public,112,114,328777,143,351487,90,90,284136,118,297759,214,216,1545623,225,1571865,54,56,419269,67,466547,200,207,2196913,215,2199002
135000,COLORADO STATE UNIVERSITY,CO,805230100,Public,326,331,782594,371,789844,314,322,823838,378,825838,238,251,5376026,260,2545269,191,214,2029016,224,2048096,160,174,2728086,178,1684336
135200,DENVER SEMINARY,CO,801202192,Private-Nonprofit,,,,,,,,,,,7,7,73496,45,257530,,,,,,4,4,28972,9,71396
135300,FORT LEWIS COLLEGE,CO,813013999,Public,42,45,117019,67,145172,35,37,70086,71,112872,8,8,47589,9,57839,6,7,39536,9,46755,,,,,
135400,ILIFF SCHOOL OF THEOLOGY,CO,802104798,Private-Nonprofit,,,,,,,,,,,1,1,6833,28,188096,,,,,,0,0,0,6,41094
135500,LAMAR COMMUNITY COLLEGE,CO,810523999,Public,4,4,14750,11,18130,5,5,17441,12,20571,,,,,,,,,,,,,,,
135800,COLORADO MESA UNIVERSITY,CO,815013122,Public,123,124,286542,129,290667,108,113,310396,113,310396,19,20,155020,98,751749,33,35,198259,35,198259,14,14,95979,72,671943
135900,COLORADO NORTHWESTERN COMMUNITY COLLEGE,CO,816483598,Public,4,4,15800,8,15800,10,10,49000,22,54166,,,,,,1,1,5780,4,30246,,,,,
136000,METROPOLITAN STATE UNIVERSITY OF DENVER,CO,802043362,Public,309,318,1024360,391,1025925,353,365,1513198,439,1518597,76,79,562042,84,562042,12,13,177623,15,177623,22,23,203566,23,203566
136100,NORTHEASTERN JUNIOR COLLEGE,CO,807512399,Public,9,9,31200,16,27700,7,8,23773,13,18137,,,,,,1,1,4500,2,4500,,,,,
136200,OTERO COLLEGE,CO,810503346,Public,5,5,16098,12,16809,3,3,11371,7,13131,,,,,,,,,,,,,,,
136300,REGIS UNIVERSITY,CO,802211099,Private-Nonprofit,158,167,660390,172,353058,168,177,1014036,179,508322,563,572,11894311,572,4283543,7,7,155330,8,93304,266,277,8988719,278,3595046
136500,COLORADO STATE UNIVERSITY-PUEBLO,CO,810014901,Public,75,75,222439,82,233189,88,90,369656,99,373080,42,42,309583,43,309583,7,7,44951,7,44951,17,17,177248,18,190444
136800,TRINIDAD STATE COLLEGE,CO,810822396,Public,6,6,16500,13,15875,8,8,40250,14,31125,,,,,,0,0,0,2,3400,,,,,
137000,UNIVERSITY OF COLORADO BOULDER,CO,803090017,Public,292,298,663847,340,687597,257,262,677112,288,698112,69,72,593816,76,604066,131,145,1615217,158,1663829,91,98,868106,102,868106
137100,UNIVERSITY OF DENVER,CO,802082000,Private-Nonprofit,43,47,108410,80,130581,40,43,131004,77,153583,225,240,3002798,1361,8640937,23,26,202525,30,239442,410,479,6211233,1134,12108427
137200,WESTERN COLORADO UNIVERSITY,CO,812310000,Public,16,19,40878,25,46225,15,19,53563,27,60228,29,30,217034,33,222271,5,5,46980,13,68065,4,4,26327,10,71041
137400,ALBERTUS MAGNUS COLLEGE,CT,065111189,Private-Nonprofit,70,71,160857,108,201556,65,67,261909,108,347829,15,15,155848,29,233111,6,6,53499,11,62774,5,5,32860,8,60507
137800,CENTRAL CONNECTICUT STATE UNIVERSITY,CT,060502490,Public,62,65,172922,89,189172,56,58,198248,88,213748,6,6,32468,8,52578,16,16,111463,22,122229,4,5,35133,8,35133
137900,CONNECTICUT COLLEGE,CT,063204196,Private-Nonprofit,4,4,14125,15,17925,5,5,10750,14,18750,,,,,,3,3,43721,8,46333,,,,,
138000,WESTERN CONNECTICUT STATE UNIVERSITY,CT,068106826,Public,35,36,94109,47,101933,25,28,65502,39,79265,23,23,161739,43,267728,3,3,9908,4,11787,17,17,131751,17,131751
138500,FAIRFIELD UNIVERSITY,CT,068245171,Private-Nonprofit,24,24,116107,66,184240,35,35,195337,91,320516,67,67,1084596,171,1809553,15,15,224467,20,261204,38,40,420349,60,682332
138700,HARTFORD INTERNATIONAL UNIVERSITY FOR RELIGION AND PEACE,CT,061052279,Private-Nonprofit,,,,,,,,,,,1,1,10250,1,10250,,,,,,,,,,
138900,HOLY APOSTLES COLLEGE & SEMINARY,CT,064162027,Private-Nonprofit,6,6,7517,27,27967,4,4,8029,15,27576,8,8,25987,35,81815,,,,,,,,,,
139300,MITCHELL COLLEGE,CT,063204498,Private-Nonprofit,2,2,3750,2,3750,3,3,10500,4,10500,,,,,,0,0,0,4,7354,,,,,
139700,UNIVERSITY OF NEW HAVEN,CT,065161999,Private-Nonprofit,109,109,151376,118,153626,107,108,149613,126,155613,52,54,430890,57,441140,9,9,79925,32,234920,39,40,469288,64,707468
140100,POST UNIVERSITY,CT,067233240,Proprietary,5181,5241,17326694,13038,11840068,5122,5151,27685066,12925,18641846,241,242,3047049,628,2570908,10,10,133000,37,98362,7,7,104988,24,104516
140200,QUINNIPIAC UNIVERSITY,CT,065181908,Private-Nonprofit,25,25,91448,89,182391,32,33,117729,102,220056,525,532,12170556,669,8272852,13,13,131345,63,494243,246,253,5859128,279,3721070
140300,SACRED HEART UNIVERSITY,CT,068251000,Private-Nonprofit,15,15,48070,46,88803,23,23,89732,59,146835,211,227,1492886,749,4931322,51,56,561964,71,715116,63,73,530677,185,1707224
140600,SOUTHERN CONNECTICUT STATE UNIVERSITY,CT,065151355,Public,34,36,98536,45,106286,25,27,70104,39,84298,9,9,92481,10,97981,13,14,62599,15,74261,3,3,15315,6,15315
140900,UNIVERSITY OF SAINT JOSEPH,CT,061172791,Private-Nonprofit,39,39,158700,39,158700,52,53,330290,54,330290,205,205,3817217,229,2064969,5,5,47306,6,47306,79,81,3095694,94,1253141
141400,TRINITY COLLEGE,CT,061063100,Private-Nonprofit,3,3,6696,6,6696,7,7,39781,14,39781,0,0,0,1,6833,3,3,67636,6,96255,,,,,
141600,UNIVERSITY OF BRIDGEPORT,CT,066045650,Private-Nonprofit,228,236,817245,356,356674,235,246,1218981,377,548802,321,333,5904636,337,2430284,7,8,76692,8,61301,81,83,2867689,83,1178909
141700,UNIVERSITY OF CONNECTICUT,CT,062692151,Public,204,207,548411,220,556933,194,198,607923,213,613260,343,367,3923594,375,3932094,84,89,649868,98,678893,159,171,2242922,186,2254946
142200,UNIVERSITY OF HARTFORD,CT,061171599,Private-Nonprofit,39,39,156217,51,162467,45,46,175681,69,178681,280,281,2385429,289,2382284,22,22,235012,27,235012,10,11,96777,12,96777
142400,WESLEYAN UNIVERSITY,CT,064593208,Private-Nonprofit,6,6,7611,9,7611,8,13,35357,25,38607,1,1,3499,3,3499,2,2,27680,3,27680,,,,,
142500,EASTERN CONNECTICUT STATE UNIVERSITY,CT,062262295,Public,30,31,86303,42,88053,35,36,106918,55,114418,19,19,171303,20,171303,16,16,94395,19,101404,,,,,
142600,YALE UNIVERSITY,CT,065208229,Private-Nonprofit,19,19,68525,27,68525,23,23,97952,35,100452,18,18,204032,330,2275153,8,8,103538,11,103538,18,20,140761,243,3170304
142800,DELAWARE STATE UNIVERSITY,DE,199012277,Public,62,62,164824,71,164824,56,58,163851,70,163851,39,43,292214,47,292214,39,43,379872,52,379872,25,26,387935,39,387935
142900,GOLDEY-BEACOM COLLEGE,DE,198081993,Private-Nonprofit,3,3,7705,7,15149,5,5,19105,14,33301,3,3,12895,14,81300,3,3,26519,8,32048,1,1,7308,1,7308
143100,UNIVERSITY OF DELAWARE,DE,197160099,Public,176,184,376136,216,380636,235,242,592481,306,604731,87,93,743172,97,743172,80,83,995328,108,1042800,34,34,411093,34,411093
143400,AMERICAN UNIVERSITY (THE),DC,200168020,Private-Nonprofit,70,70,213244,79,192244,79,80,184186,94,173186,665,677,6096923,680,6096923,63,69,1240929,80,1240929,232,247,1756235,251,1756235
143600,CAPITOL TECHNOLOGY UNIVERSITY,MD,207089759,Private-Nonprofit,3,3,11500,3,11500,4,4,20500,4,20500,42,42,448850,241,1614530,2,2,57426,3,57426,15,15,328487,63,868651
143700,CATHOLIC UNIVERSITY OF AMERICA (THE),DC,200640002,Private-Nonprofit,18,18,48385,21,50135,18,19,85958,23,85958,20,20,249424,34,324598,9,9,134131,10,134131,51,54,623590,59,635989
144100,UNIVERSITY OF THE DISTRICT OF COLUMBIA,DC,200081175,Public,66,70,215854,106,220291,44,49,194538,66,196412,14,14,158576,16,122918,1,1,7300,1,7300,55,55,723499,56,368686
144300,GALLAUDET UNIVERSITY,DC,200023695,Private-Nonprofit,54,60,193608,102,217274,51,56,168199,98,192552,17,19,216625,32,286228,2,2,13857,8,59048,8,8,42558,24,220298
144400,GEORGE WASHINGTON UNIVERSITY,DC,200522353,Private-Nonprofit,73,74,291031,206,461776,81,83,396409,225,628281,338,347,3683264,414,4070100,34,35,661553,48,710053,604,660,8001044,887,10054406
144500,GEORGETOWN UNIVERSITY,DC,200571252,Private-Nonprofit,24,24,86631,59,132466,25,25,132860,57,161875,311,312,5873418,645,5596434,13,13,404847,31,498911,290,290,11455365,778,12595428
144800,HOWARD UNIVERSITY,DC,200590001,Private-Nonprofit,430,480,1310469,1013,1455915,443,469,1350222,1000,1483037,289,295,2887323,583,2976618,195,201,4468671,526,6681738,276,283,5364159,801,9708982
145900,STRAYER UNIVERSITY,DC,200052603,Proprietary,8506,8510,31862607,21537,27218119,8261,8267,42741451,21151,37638141,1440,1441,21376040,3857,20447181,12,13,69691,28,60671,74,76,679458,172,724335
146000,TRINITY WASHINGTON UNIVERSITY,DC,200171004,Private-Nonprofit,41,41,113223,203,327183,39,40,117169,190,403542,29,31,276385,166,1174351,2,2,23803,4,27053,0,0,0,4,14696
146400,WESLEY THEOLOGICAL SEMINARY,DC,200165690,Private-Nonprofit,,,,,,,,,,,8,9,57301,12,64901,,,,,,2,2,8988,3,13742
146600,BARRY UNIVERSITY,FL,331616628,Private-Nonprofit,114,117,484994,132,310440,115,118,479096,133,322758,1055,1090,16686777,1544,15834374,28,29,237444,31,237444,624,652,13284150,838,12235948
146700,BETHUNE COOKMAN UNIVERSITY,FL,321143099,Private-Nonprofit,36,36,122850,75,136987,58,59,161060,124,168463,12,12,219560,25,191141,21,21,173576,44,171650,,,,,
146800,SAINT THOMAS UNIVERSITY,FL,330540000,Private-Nonprofit,43,43,130460,195,228216,51,51,186371,219,369540,278,280,3927117,2870,12917630,16,16,99457,24,126267,417,448,6493593,860,8045066
146900,FLORIDA INSTITUTE OF TECHNOLOGY,FL,329016988,Private-Nonprofit,150,152,307603,331,455875,148,149,296441,334,523896,494,494,7477380,1560,9526551,25,25,466365,39,493412,36,36,370427,101,708116
147000,EASTERN FLORIDA STATE COLLEGE,FL,329226503,Public,208,217,553354,524,811548,219,223,768222,532,1179701,,,,,,,,,,,,,,,
147100,COLLEGE OF CENTRAL FLORIDA,FL,344744415,Public,48,48,114632,155,212399,59,59,164877,173,299287,,,,,,3,3,6202,7,14161,,,,,
147500,DAYTONA STATE COLLEGE,FL,321142800,Public,622,642,1758131,2000,3282602,641,702,2066293,2084,4053386,,,,,,7,7,46042,25,91954,,,,,
147700,FLORIDA SOUTHWESTERN STATE COLLEGE,FL,339195566,Public,97,98,287489,169,283792,76,76,254814,131,281674,,,,,,1,1,9953,2,10623,,,,,
147800,EDWARD WATERS UNIVERSITY,FL,322096199,Private-Nonprofit,28,28,71599,68,95005,20,21,58026,57,88255,22,22,244913,61,360064,2,2,6877,6,16264,2,2,6751,10,32167
147900,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,FL,321143900,Private-Nonprofit,424,437,1002446,1237,1753411,530,556,1292876,1371,2342279,136,137,1050898,690,3269606,226,279,3469516,306,3583457,23,24,173052,69,308217
148000,FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY,FL,323073100,Public,116,116,420495,372,750268,144,144,454662,401,834557,51,54,461146,228,1135744,60,62,450936,350,1826251,85,89,767159,220,1778068
148100,FLORIDA ATLANTIC UNIVERSITY,FL,334316498,Public,362,363,1040060,387,1064610,668,669,1878027,687,1909597,530,532,6992239,541,5070256,99,101,938188,111,956684,133,145,1822749,149,1521045
148200,FLORIDA COLLEGE,FL,336175578,Private-Nonprofit,9,9,20520,12,24960,10,10,25000,18,46374,,,,,,9,9,64325,24,249232,,,,,
148400,FLORIDA STATE COLLEGE AT JACKSONVILLE,FL,322024030,Public,947,949,2662308,1896,2664721,929,933,4049924,1867,4054417,,,,,,10,11,102000,22,102000,,,,,
148500,COLLEGE OF THE FLORIDA KEYS (THE),FL,330404397,Public,9,9,34750,16,44000,8,8,48500,14,58500,,,,,,,,,,,,,,,
148600,FLORIDA MEMORIAL UNIVERSITY,FL,330546199,Private-Nonprofit,113,113,404359,205,449305,118,118,375699,222,428427,7,7,140379,17,157707,38,38,528835,86,606562,,,,,
148700,ECKERD COLLEGE,FL,337114744,Private-Nonprofit,2,2,9000,2,9000,1,1,6000,1,6000,,,,,,,,,,,,,,,
148800,FLORIDA SOUTHERN COLLEGE,FL,338015698,Private-Nonprofit,52,53,119470,66,142970,50,53,114168,73,158168,81,81,785314,146,1440928,20,20,129043,21,140340,54,56,595989,57,607400
148900,FLORIDA STATE UNIVERSITY,FL,323061470,Public,1016,1052,2484623,1059,2492186,1401,1435,3800324,1446,3811824,2065,2073,19156771,2103,19212536,102,102,717858,112,740210,338,344,2923832,378,2993724
149000,GULF COAST STATE COLLEGE,FL,324011058,Public,17,17,44956,39,75032,12,12,24630,49,101968,,,,,,1,1,5838,1,5838,,,,,
149300,INDIAN RIVER STATE COLLEGE,FL,349815596,Public,46,46,107875,126,184125,44,44,102030,114,156263,,,,,,2,2,7688,5,11688,,,,,
