Region,Site,Layer/Assemblage/Context,Culture,Lab code,ProjCode,date,error,Material,Species,Marine?,ΔR,ΔR error,% marine,Cal. BC 1 sigma,Cal. BC 1 sigma,Cal. BC 2 sigma,Cal. BC 2 sigma,Latitude,Longitude,Notes,reference
Central Italy,Grotta di Monte Venere,,Neolithic,R-1167,337,"6,860",90,charcoal,,,,,,,,,,12.183300,42.350000,,Pinhasi et al 2005
Central Italy,Grotta di Pozzo,Unit VI,Mesolithic,TO-6081,338,"8,110",80,Charcoal,,,,,,,,,,13.553940,42.289210,,Lo Veto & Martini 2016
Central Italy,Grotta di Pozzo,Unit VI,Mesolithic,TO-3421,339,"9,140",70,Charcoal,,,,,,,,,,13.553940,42.289210,,Lo Veto & Martini 2016
Central Italy,Grotta di Pozzo,Unit VI,Mesolithic,TO-3422,340,"9,370",80,Charcoal,,,,,,,,,,13.553940,42.289210,,Lo Veto & Martini 2016
Southern Italy,Grotta di Santa Croce,us78,Neolithic,OxA-7596,341,"6,555",90,Unknown,,,,,,,,,,16.468248,41.177636,,Fiorentino et al 2013
Sardinia,Grotta Filiestru,"Trench B12 level 5, cut 2",Neolithic,Q-3020,342,"6,710",90,Unknown,,,,,,,,,,8.660000,40.500000,,Pinhasi et al 2005
Southern Italy,Grotta Funeraria,,Neolithic,AAR25755,343,"6,072",90,Bone,Homo sapiens,,,,,,,,,16.635468,40.634690,,Arena et al 2020
Central Italy,Grotta Mora Cavorso,Layer L3-C,Neolithic,LTL-6123A,344,"6,000",90,charcoal,,,,,,,,,,13.173900,41.877900,,Rolfo et al 2016
Central Italy,Grotta Mora Cavorso,Layer L3-UR,Neolithic,?,345,"6,152",90,Unknown,,,,,,,,,,13.173900,41.877900,,Rolfo et al 2016
Central Italy,Grotta Mora Cavorso,Layer L4-UR,Neolithic,Lyon-5202,346,"6,275",90,charcoal,,,,,,,,,,13.173900,41.877900,,Rolfo et al 2016
Central Italy,Grotta Mora Cavorso,,Neolithic,LYON-3504,347,"6,405",90,Bone,Homo sapiens,,,,,,,,,13.173900,41.877900,,Banadora database
Central Italy,Grotta Mora Cavorso,L3-B1,Neolithic,LTL-6124A,348,"6,505",90,Unknown,,,,,,,,,,13.173900,41.877900,,Rolfo et al 2016
Northern Italy,Grotta Pollera,Spit XVIII,Neolithic,MC-758,349,"6,000",90,Charcoal,,,,,,,,,,8.930900,44.407800,,Skeates 1994
Northern Italy,Grotta Pollera,Spit XVII,Neolithic,MC-759,350,"6,050",90,Charcoal,,,,,,,,,,8.930900,44.407800,,Skeates 1994
Northern Italy,Grotta Pollera,Spit XXIII,Neolithic,MC-757,351,"6,580",90,Charcoal,,,,,,,,,,8.930900,44.407800,,Skeates 1994
Northern Italy,Grotta Pollera,"Level 24, Spit XXIV",Neolithic,MC-756,352,"6,950",90,charcoal,,,,,,,,,,8.930900,44.407800,,Pinhasi et al 2005
Sardinia,Grotta Rifugio,,Neolithic,Beta-334478,353,"6,200",90,Bone,Homo sapiens,,,,,,,,,9.490460,40.250682,,Lugliè 2018
Sardinia,Grotta Rifugio,,Neolithic,Beta-334480,354,"6,250",90,Bone,Homo sapiens,,,,,,,,,9.490460,40.250682,,Lugliè 2018
Sardinia,Grotta Rifugio,,Neolithic,Beta-334479,355,"6,430",90,Charcoal,,,,,,,,,,9.490460,40.250682,,Lugliè 2018
Southern Italy,Grotta Romanelli,,Mesolithic,R-54,356,"9,050",90,Charcoal,,,,,,,,,,18.433340,40.016170,,Lo Veto & Martini 2016
Southern Italy,Grotta San Michele di Saracena,C6,Neolithic,LTL-201a,357,"6,261",90,Unknown,,,,,,,,,,16.309711,39.787622,,Tinè & Tusa 2012
Southern Italy,Grotta San Michele di Saracena,,Neolithic,LTL-2155A,358,"6,808",90,Seed,,,,,,,,,,16.309711,39.787622,,Natali & Forgia 2017
Southern Italy,Grotta Scaloria,"Trench 3, level 5",Neolithic,LJ-4983,359,"6,120",90,Charcoal,,,,,,,,,,15.905910,41.640310,,Whitehouse 2013
Southern Italy,Grotta Scaloria,"Trench 6, level 6/7",Neolithic,LJ-5096,360,"6,290",90,Charcoal,,,,,,,,,,15.905910,41.640310,,Whitehouse 2013
Southern Italy,Grotta scaloria,"Trench 7, level 1",Neolithic,LJ-5097,361,"6,290",90,Charcoal,,,,,,,,,,15.905910,41.640310,,Whitehouse 2013
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21200,362,"6,303",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21207,363,"6,324",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21208,364,"6,329",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,"Trench 1, level 8, burial chamber",Neolithic,LJ-4651,365,"6,330",90,Charcoal,,,,,,,,,,15.905910,41.640310,,Whitehouse 2013
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21203,366,"6,339",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21084,367,"6,347",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21201,368,"6,347",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21083,369,"6,348",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21209,370,"6,368",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21211,371,"6,371",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21205,372,"6,381",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21202,373,"6,384",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21206,374,"6,384",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-X-2336-13,375,"6,398",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,LJ-5095,376,"6,400",90,Charcoal,,,,,,,,,,15.905910,41.640310,,Whitehouse 2013
Southern Italy,Grotta Scaloria,"Trench 10, burial chamber",Neolithic,LJ-4980,377,"6,410",90,Bone,,,,,,,,,,15.905910,41.640310,,Whitehouse 2013
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21204,378,"6,411",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,,Neolithic,OxA-21210,379,"6,448",90,bone,Homo sapiens,,,,,,,,,15.905910,41.640310,,Elster et al 2016
Southern Italy,Grotta Scaloria,"Trench 1, level 8",Neolithic,LJ-4650,380,"6,490",90,Unknown,,,,,,,,,,15.905910,41.640310,,Fiorentino et al 2013
Southern Italy,Grotta Scaloria,Burial chamber,Neolithic,LJ-4981,381,"6,530",90,Charcoal,,,,,,,,,,15.905910,41.640310,,Whitehouse 2013
Southern Italy,Grotta Scaloria,"Trench 3, level 3",Neolithic,LJ-4649,382,"6,720",90,charcoal,,,,,,,,,,15.905910,41.640310,,Pinhasi et al 2005
Southern Italy,Grotta Scaloria,"Trench 6, level 4",Neolithic,LJ 5095,383,"6,400",90,Unknown,,,,,,,,,,15.905911,41.640312,,Fiorentino et al 2013
Sardinia,Grotta Su Coloru,Level L2,Mesolithic,Beta-145956,384,"7,740",90,Charcoal,,,,,,,,,,8.712054,40.662140,,Lo Veto & Martini 2016
Sardinia,Grotta Su Coloru,Level L3,Mesolithic,Beta-145957,385,"7,920",90,Charcoal,,,,,,,,,,8.712054,40.662140,,Lo Veto & Martini 2016
Sardinia,Grotta Su Coloru,"Lev. F, cut 1",Neolithic,Beta-167929,386,"6,400",90,Charcoal,,,,,,,,,,8.872577,40.833836,,Lugliè 2018
Sardinia,Grotta su Coloru,Lev. H,Neolithic,Beta-167930,387,"6,680",90,Charcoal,,,,,,,,,,8.872577,40.833836,,Lugliè 2018
Sardinia,Grotta su Coloru,Level 1,Neolithic,Beta-167931,388,"6,830",90,Charcoal,,,,,,,,,,8.872577,40.833836,,Lugliè 2018
Sardinia,Grotta su Coloru,Level 1,Mesolithic,Beta-167932,389,"7,400",90,Charcoal,,,,,,,,,,8.872577,40.833836,,Lo Veto & Martini 2016
Southern Italy,Grotte Santa Croce,US69,Neolithic,OxA-7594,390,"6,345",90,Unknown,,,,,,,,,,16.468248,41.177636,,Fiorentino et al 2013
Southern Italy,Grotte Santa Croce,US72,Neolithic,OxA-7595,391,"6,375",90,Unknown,,,,,,,,,,16.468248,41.177636,,Fiorentino et al 2013
Southern Italy,Ipogeo Manfredi,Level 3,Neolithic,BM-2258R,392,"6,020",90,"collagen, animal bone",,,,,,,,,,15.869606,41.920771,,"SAW, 251"
Southern Italy,Ipogeo Manfredi,Level 1,Neolithic,BM-2256R,393,"6,120",90,"collagen, animal bone",,,,,,,,,,15.869606,41.920771,,"SAW, 251"
Central Italy,Isola Santa,Level 4a,Mesolithic,R-1525a,394,"7,380",90,Charcoal,,,,,,,,,,10.314600,44.066140,,Lo Veto & Martini 2016
Central Italy,Isola Santa,,Mesolithic,R-1527,395,"8,590",90,Charcoal,,,,,,,,,,10.314600,44.066140,,Lo Veto & Martini 2016
Central Italy,Isola Santa,Level C4a,Mesolithic,R-1526,396,"8,840",120,Charcoal,,,,,,,,,,10.314600,44.066140,,Lo Veto & Martini 2016
Central Italy,"Isola Santa, Careggina",,Mesolithic,R-1527a,397,"8,590",90,Unknown,,,,,,,,,,10.312400,44.064900,,CalPal
Central Italy,"Isola Santa, Careggina",,Mesolithic,R-1528,398,"8,780",110,charcoal,,,,,,,,,,10.312400,44.064900,,Lo Veto & Martini 2016
Central Italy,"Isola Santa, Careggina",,Mesolithic,R-1528a,399,"8,780",110,Unknown,,,,,,,,,,10.312400,44.064900,,CalPal
Central Italy,"Isola Santa, Careggina",,Mesolithic,R-1526a,400,"8,840",120,Unknown,,,,,,,,,,10.312400,44.064900,,CalPal
Central Italy,"Isola Santa, Careggina",,Mesolithic,R-1529a,401,"9,220",100,Charcoal,,,,,,,,,,10.312400,44.064900,,EUROEVOL-Sample:1781
Central Italy,"Isola Santa, Careggina",,Mesolithic,R-1529,402,"9,420",90,Unknown,,,,,,,,,,10.312400,44.064900,,EUROEVOL-Sample:1774
Central Italy,"Isola Santa, Careggine",Level 4b,Mesolithic,R-1525,403,"7,460",90,Unknown,,,,,,,,,,10.312400,44.064900,,Pearce 2013
Central Italy,"Isola Santa, Careggine",Layers 4a-4c,Mesolithic,F-90,404,"9,370",150,charcoal,,,,,,,,,,10.312400,44.064900,,Pearce 2013
Northern Italy,Isolino Verginia,N. section US 30,Neolithic,LTL-4120a,405,"6,004",90,Wood,,,,,,,,,,8.717889,45.812058,,Pearce 2013
Northern Italy,Isolino Verginia,"N Area, sample 128/2006",Neolithic,Beta-244374,406,"6,040",90,Wood,,,,,,,,,,8.717889,45.812058,,Pearce 2013
Northern Italy,Isolino Verginia,Wood platform,Neolithic,Gx-20947,407,"6,045",90,Wood,,,,,,,,,,8.717889,45.812058,,Pearce 2013
Northern Italy,Isolino Verginia,Wood platform,Neolithic,Gx-20946,408,"6,065",90,Wood,,,,,,,,,,8.717889,45.812058,,Pearce 2013
Northern Italy,Isolino Verginia,N. section US 318,Neolithic,LTL-4122a,409,"6,247",90,Wood,,,,,,,,,,8.717889,45.812058,,Pearce 2013
Northern Italy,Isorella Cascina Bocche,,Neolithic,OxA-19737,410,"6,183",90,Caryopsis,Triticum aestivum,,,,,,,,,10.322065,45.309271,,Starnini et al 2018
Northern Italy,Isorella Cascina Bocche,,Neolithic,OxA-35333,411,"6,290",90,Bone,Ovicaprid,,,,,,,,,10.322065,45.309271,,Biagi et al 2020
Sicily,Kronio,,Neolithic,LTL-211A,412,"6,991",90,Unknown,,,,,,,,,,13.113657,37.518968,,Natali & Forgia 2017
Northern Italy,L. Ravenola,,Mesolithic,GrN-25800,413,"8,160",90,Unknown,,,,,,,,,,10.289330,45.954746,,Biagi 2003
Northern Italy,L'Osai,US 122,Neolithic,GX-23166,414,"6,010",90,Charcoal,,,,,,,,,,7.794598,45.425740,,Skeates 2003
Northern Italy,"La Ginestre, Alba",,Neolithic,GX-24967,415,"6,000",90,Unknown,,,,,,,,,,8.035691,44.700915,,Venturino & Ferreo 2008
Central Italy,"La Marmotta, Anguillara Sabazia",,Neolithic,Rome-2978,416,"6,189",90,Wood,Quercus,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Central Italy,"La Marmotta, Anguillara Sabazia",,Neolithic,R-2310,417,"6,310",90,wood,,,,,,,,,,12.282900,42.098000,,Pearce 2013
Central Italy,"La Marmotta, Anguillara Sabazia",,Neolithic,R-2309,418,"6,350",90,wood,,,,,,,,,,12.282900,42.098000,,Pearce 2013
Central Italy,"La Marmotta, Anguillara Sabazia",,Neolithic,R-2357,419,"6,350",90,wood,,,,,,,,,,12.282900,42.098000,,Pearce 2013
Central Italy,"La Marmotta, Anguillara Sabazia",,Neolithic,R-2311,420,"6,370",90,wood,,,,,,,,,,12.282900,42.098000,,Pearce 2013
Central Italy,"La Marmotta, Anguillara Sabazia","Structure 11, upper level 2",Neolithic,Rome-3563,421,"6,414",90,Wood,Quercus,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Central Italy,"La Marmotta, Anguillara Sabazia",,Neolithic,Rome-2979,422,"6,437",90,Wood,Quercus,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Central Italy,"La Marmotta, Anguillara Sabazia","Structure 5, level 1",Neolithic,Rome-3338,423,"6,487",90,Wood,,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Central Italy,"La Marmotta, Anguillara Sabazia","Structure 6, upper level 1",Neolithic,Rome-3327,424,"6,494",90,Wood,,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Central Italy,"La Marmotta, Anguillara Sabazia","Structure 2, level 1",Neolithic,Rome-2569,425,"6,498",90,Wood,,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Central Italy,"La Marmotta, Anguillara Sabazia",,Neolithic,R-2345,426,"6,530",90,wood,,,,,,,,,,12.282900,42.098000,,Pearce 2013
Central Italy,"La Marmotta, Anguillara Sabazia",,Neolithic,R-2336,427,"6,550",90,wood,,,,,,,,,,12.282900,42.098000,,Pearce 2013
Central Italy,"La Marmotta, Anguillara Sabazia",,Neolithic,R-,428,"6,565",90,wood,,,,,,,,,,12.282900,42.098000,,Pearce 2013
Central Italy,"La Marmotta, Anguillara Sabazia",,Neolithic,R-2339,429,"6,590",90,wood,,,,,,,,,,12.282900,42.098000,,Pearce 2013
Central Italy,"La Marmotta, Anguillara Sabazia","Structrure 3, level 2",Neolithic,Rome-3573,430,"6,594",90,Wood,,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Central Italy,"La Marmotta, Anguillara Sabazia","Hut 1, sector B VI",Neolithic,R-2353,431,"6,600",90,wood,,,,,,,,,,12.282900,42.098000,,Pearce 2013
Central Italy,"La Marmotta, Anguillara Sabazia",Structure 6,Neolithic,Rome-3331,432,"6,622",90,Wood,,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Central Italy,"La Marmotta, Anguillara Sabazia","Structures 4-8, upper levels",Neolithic,Rome-3557,433,"6,627",90,Wood,,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Central Italy,"La Marmotta, Anguillara Sabazia",Structre 11,Neolithic,Rome-3558,434,"6,852",90,Charcoal,,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Central Italy,"La Marmotta, Anguillara Sabazia",Area outside structure 5,Neolithic,R-2360,435,"6,855",90,wood,,,,,,,,,,12.282900,42.098000,,Pearce 2013
Central Italy,"La Marmotta, Anguillara Sabazia",Structre 11,Neolithic,Rome-3572,436,"6,874",90,Charcoal,,,,,,,,,,12.282900,42.098000,,Anzidei & Carboni 2020
Northern Italy,La Matta - Sanguineto,La Matta 01088,Neolithic,GrM-19458,437,"6,130",90,Bone,Homo sapiens,,,,,,,,,8.329496,44.174305,,Sparacello et al 2019
Northern Italy,La Matta - Sanguineto,La Matta 01081,Neolithic,GrM-19457,438,"6,165",90,Bone,Homo sapiens,,,,,,,,,8.329496,44.174305,,Sparacello et al 2019
Southern Italy,La Torretta,,Neolithic,LTL-2659A,439,"6,320",90,Unknown,,,,,,,,,,15.366026,41.827664,,Fiorentino et al 2013
Southern Italy,La Torretta,,Neolithic,LTL-2658A,440,"6,385",90,Unknown,,,,,,,,,,15.366026,41.827664,,Fiorentino et al 2013
Southern Italy,La Torretta,,Neolithic,LTL-2657A,441,"6,562",90,Unknown,,,,,,,,,,15.366026,41.827664,,Fiorentino et al 2013
Northern Italy,La Vela di Trento III,"III, C31a",Neolithic,KIA30554,442,"6,038",90,Charcoal,,,,,,,,,,11.100807,46.083009,,Mottes 2013
Northern Italy,Laghetti del Crestoso,Hearth 1,Mesolithic,HAR-8871,443,"6,790",90,Charcoal,,,,,,,,,,10.268309,45.790165,,Skeates 1994
Northern Italy,Laghetti del Crestoso,Pit 101,Mesolithic,GrN-18091,444,"6,870",90,Charcoal,,,,,,,,,,10.268309,45.790165,,Skeates & Whitehouse 1998
Northern Italy,Laghetti del Crestoso,Pit 10,Mesolithic,Beta-35241,445,"7,850",90,Charcoal,,,,,,,,,,10.268309,45.790165,,Skeates & Whitehouse 1998
Northern Italy,Laghetti del Crestoso,,Mesolithic,Grn-21889,446,"7,870",90,Charcoal,,,,,,,,,,10.268309,45.790165,,Skeates & Whitehouse 1998
Southern Italy,Lagnano da Piede,Upper layers of ditch,Neolithic,UCLA-2148,447,"6,700",90,Unknown,,,,,,,,,,15.500000,42.200000,,Fiorentino et al 2013
Southern Italy,Lagnano da Piede,"Base of ditch, C5-7",Neolithic,UB-2271,448,"6,790",90,Bone collagen,,,,,,,,,,15.500000,41.200000,,Whitehouse 2013
Northern Italy,Lago delle Buse,,Mesolithic,GD-6156,449,"7,500",90,charcoal,,,,,,,,,,11.454927,46.178420,,Skeates & Whitehouse 1998
Northern Italy,Lago delle Buse,,Mesolithic,GD-6160,450,"8,220",90,charcoal,,,,,,,,,,11.454927,46.178420,,Skeates & Whitehouse 1998
Northern Italy,Lago delle Buse,,Mesolithic,KL-3636.01,451,"8,540",90,charcoal,,,,,,,,,,11.454927,46.178420,,Skeates & Whitehouse 1998
Northern Italy,Lago delle Buse,,Mesolithic,KL-3630.02,452,"9,020",90,charcoal,,,,,,,,,,11.454927,46.178420,,Skeates & Whitehouse 1998
Southern Italy,"Lama Balice, T1",T. 1,Neolithic,LTL-1212A,453,"6,542",90,Unknown,,,,,,,,,,16.760324,41.122729,,Fiorentino et al 2013
Northern Italy,Lama Lite,"Square G19, spit 6",Mesolithic,Rome-394,454,"6,620",90,Unknown,,,,,,,,,,10.414005,44.258589,,Skeates & Whitehouse 1996
Northern Italy,Lama Lite,,Mesolithic,R-394,455,"6,624",90,Unknown,,,,,,,,,,10.414005,44.258589,,Pearce 2013
Southern Italy,Latronico 3,,Mesolithic,R-452,456,"6,970",90,Charcoal,,,,,,,,,,16.010280,40.088140,,Lo Veto & Martini 2016
Southern Italy,Latronico 3,Spit 57,Mesolithic,R-450,457,"7,045",90,Charcoal,,,,,,,,,,16.010280,40.088140,,Lo Veto & Martini 2016
Southern Italy,Latronico 3,Spit 54,Mesolithic,R-451,458,"7,160",90,Charcoal,,,,,,,,,,16.010280,40.088140,,Lo Veto & Martini 2016
Southern Italy,Latronico 3,,Mesolithic,R-447,459,"7,400",90,Charcoal,,,,,,,,,,16.010280,40.088140,,Lo Veto & Martini 2016
Southern Italy,Latronico 3,,Mesolithic,R-445,460,"7,420",90,Charcoal,,,,,,,,,,16.010280,40.088140,,Lo Veto & Martini 2016
Southern Italy,Latronico 3,,Mesolithic,R-448,461,"7,570",90,Charcoal,,,,,,,,,,16.010280,40.088140,,Lo Veto & Martini 2016
Southern Italy,Latronico 3,,Mesolithic,R-446,462,"7,620",90,Charcoal,,,,,,,,,,16.010280,40.088140,,Lo Veto & Martini 2016
Southern Italy,Latronico 3,,Mesolithic,R-449,463,"7,800",90,Charcoal,,,,,,,,,,16.010280,40.088140,,Lo Veto & Martini 2016
Southern Italy,Latronico 3,,Mesolithic,R-453,464,"8,024",90,Charcoal,,,,,,,,,,16.010280,40.088140,,Lo Veto & Martini 2016
Central Italy,Le Secche,Brown sediment #3,Neolithic,LTL-16673A,465,"6,492",90,Charcoal,Erica sp.,,,,,,,,,10.901604,42.353631,,Binder et al
Central Italy,Le Secche,Grey sediment #1,Neolithic,LTL-16671A,466,"6,637",90,Charcoal,Erica sp.,,,,,,,,,10.901604,42.353631,,Binder et al
Central Italy,Le Secche,Brown sediment #2,Neolithic,LTL-16672A,467,"6,769",90,Charcoal,Erica sp.,,,,,,,,,10.901604,42.353631,,Binder et al
Central Italy,Levane,,Mesolithic,LTL232A,468,"8,823",40,Charcoal,,,,,,,,,,11.620040,43.497380,,Lo Veto & Martini 2016
Central Italy,Levane,,Mesolithic,LTL4231A,469,"8,885",65,Charcoal,,,,,,,,,,11.620040,43.497380,,Lo Veto & Martini 2016
Corsica,Longone,Phase 4,Neolithic,LGQ-617,470,"6,325",90,Charcoal,,,,,,,,,,9.155000,41.445000,,Lugliè 2018
Northern Italy,Lovere,US20,Neolithic,GX-24940,471,"6,650",90,Charcoal,,,,,,,,,,10.067354,45.808790,,Skeates 2000
Northern Italy,Lugo di Grezzana,,Neolithic,DSH-301,472,"6,090",90,Charcoal,Triticum/ Hordeum?,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Grezzana,,Neolithic,DSA-728,473,"6,134",90,Shell,Corylus avellana,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Grezzana,,Neolithic,DSA-729,474,"6,161",90,Charcoal,,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Grezzana,,Neolithic,DSH-302,475,"6,210",90,Charcoal,Triticum cfr. dicoccum,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Grezzana,,Neolithic,DSH-300,476,"6,217",90,Charcoal,Triticum aestivum/durum,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Grezzana,,Neolithic,DSA-737,477,"6,223",90,Charcoal,,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Grezzana,,Neolithic,DSA-733,478,"6,246",90,Charcoal,,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Grezzana,,Neolithic,DSA-734,479,"6,272",90,Charcoal,,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Grezzana,,Neolithic,DSH-349,480,"6,327",90,Shell,Corylus avellana,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Grezzana,,Neolithic,DSH-299,481,"6,356",90,Charcoal,,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Grezzana,,Neolithic,R-2745,482,"6,524",90,Charcoal,,,,,,,,,,11.017200,45.519800,,Starnini et al 2018
Northern Italy,Lugo di Romagna,,Neolithic,LTL-13440A,483,"6,131",90,Charcoal,,,,,,,,,,11.900000,44.416700,,Bernabò Brea et al 2017
Northern Italy,Lugo di Romagna,,Neolithic,LTL13440A,484,"6,131",90,Charcoal,,,,,,,,,,11.900000,44.416700,,Conati-Barbaro 2019
Northern Italy,Lugo di Romagna,US 973,Neolithic,R-2746,485,"6,161",90,Charcoal,,,,,,,,,,11.900000,44.416700,,Skeates & Whitehouse 1998
Northern Italy,Lugo di Romagna,US 1062 sector V,Neolithic,OxA-19735,486,"6,212",90,Charcoal,Triticum dicoccum,,,,,,,,,11.900000,44.416700,,Starnini et al 2018
Northern Italy,Lugo di Romagna,US 929 sector V,Neolithic,OxA-19736,487,"6,213",90,Charcoal,Triticum dicoccum,,,,,,,,,11.900000,44.416700,,Starnini et al 2018
Northern Italy,Lugo di Romagna,"Hut B, US 223 sector V",Neolithic,OxA-23071,488,"6,262",90,Seed,,,,,,,,,,11.900000,44.416700,,Bernabò Brea et al 2017
Northern Italy,Lugo di Romagna,,Neolithic,OxA-23071,489,"6,262",90,Seed,Triticum dicoccum,,,,,,,,,11.900000,44.416700,,Conati-Barbaro 2019
Northern Italy,Lugo di Romagna,,Neolithic,LTL-13471A,490,"6,335",90,bone,,,,,,,,,,11.900000,44.416700,,Bernabò Brea et al 2017
Northern Italy,Lugo di Romagna,US 1171 settore V,Neolithic,LTL13471A,491,"6,335",90,Seed,Triticum dicoccum,,,,,,,,,11.900000,44.416700,,Conati-Barbaro 2019
Northern Italy,Lugo di Romagna,US 987,Neolithic,R-2748,492,"6,585",90,Charcoal,,,,,,,,,,11.900000,44.416700,,Skeates & Whitehouse 1998
Northern Italy,Lugo di Romagna,US 367,Neolithic,R-2747,493,"6,626",90,Charcoal,,,,,,,,,,11.900000,44.416700,,Pinhasi et al 2005
Northern Italy,Lugo di Romagna,"Palisade, sector 1, phase 2",Neolithic,Bln-3370,494,"6,170",90,Charcoal,,,,,,,,,,11.917798,44.427144,,Skeates 1994
Central Italy,Maddalena di Muccia,US 114,Neolithic,Ua-21097,495,"6,440",90,charcoal,,,,,,,,,,13.060000,43.060000,,
Central Italy,Maddalena di Muccia,"Str. S tg. 4,6",Neolithic,R-643a,496,"6,580",90,charcoal,,,,,,,,,,13.060000,43.060000,,Pinhasi et al 2005
Central Italy,Maddalena di Muccia,US 114,Neolithic,LTL078A,497,"6,637",90,charcoal,,,,,,,,,,13.060000,43.060000,,
Central Italy,Maddalena di Muccia,US 114,Neolithic,LTL-079A2,498,"6,638",90,charcoal,,,,,,,,,,13.060000,43.060000,,
Northern Italy,Malga Rondeneto,,Mesolithic,GrN-19590,499,"8,880",90,Charcoal,,,,,,,,,,10.256600,45.848585,,Skeates & Whitehouse 1998
Central Italy,Marcianese,,Neolithic,BM-2252R,500,"6,000",90,"collagen, bone",,,,,,,,,,14.380000,42.200000,,Skeates 1994
Central Italy,Marcianese,,Neolithic,BM-2250,501,"6,290",90,charcoal,,,,,,,,,,14.380000,42.200000,,Pinhasi et al 2005
Central Italy,Marcianese,,Neolithic,BM-2251R,502,"6,570",90,charcoal,,,,,,,,,,14.380000,42.200000,,Müller 1991
Central Italy,Marcianese,Liv. 5-3 st. centrale,Neolithic,BM-2250R,503,"6,590",90,charcoal,,,,,,,,,,14.380000,42.200000,,Müller 1991
Central Italy,Marcianese,"Spits 2-1, pit feature IA",Neolithic,BM-2251,504,"6,250",90,charcoal,,,,,,,,,,14.387250,42.207410,,Pearce 2013
Southern Italy,Masseria Candelaro,,Neolithic,OxA-3683,505,"6,200",90,"collagen, bone",Homo sapiens,,,,,,,,,15.820260,41.541480,,Hedges et al 1995
Southern Italy,Masseria Candelaro,"45C, burial T2 (phase III)",Neolithic,OxA-10013,506,"6,450",90,Bone,Homo sapiens,,,,,,,,,15.820260,41.541480,,Whitehouse 2013
