ID,Gene,FoldChange.phos,pval.phos,logp.phos,logfdr.phos,signedlogp.phos,FDR.phos,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
NPAS3-S639,NPAS3,-0.2352,0.295008545,0.530165404,0.065240287,-0.530165404,0.860517511,-1.13,0.167652864,0.775589023,-0.775589023,0.417525314
NPAS3-S642,NPAS3,0.0731,0.749236528,0.125381058,0.007037467,0.125381058,0.983926219,-1.13,0.167652864,0.775589023,-0.775589023,0.417525314
NPAS3-S748,NPAS3,-0.0725,0.114721266,0.940356067,0.138681417,-0.940356067,0.726638798,-1.13,0.167652864,0.775589023,-0.775589023,0.417525314
NPAS3-S754,NPAS3,-0.09993,0.213585296,0.670428649,0.088097156,-0.670428649,0.816399715,-1.13,0.167652864,0.775589023,-0.775589023,0.417525314
NPAS3-T241,NPAS3,-0.347,0.06110043,1.213955736,0.189432413,-1.213955736,0.646498597,-1.13,0.167652864,0.775589023,-0.775589023,0.417525314
NPAT-S1303,NPAT,0.149,0.281496251,0.550527385,0.068249999,0.550527385,0.85457464,0.085,0.220125543,0.65732956,0.65732956,0.483539725
NPAT-S1306,NPAT,-0.29745,0.505817712,0.296005967,0.03154924,-0.296005967,0.929931074,0.085,0.220125543,0.65732956,0.65732956,0.483539725
NPAT-S207,NPAT,0.1602,0.285714286,0.544068044,0.068249999,0.544068044,0.85457464,0.085,0.220125543,0.65732956,0.65732956,0.483539725
NPAT-S554,NPAT,-0.064512,0.742665608,0.129206687,0.00838164,-0.129206687,0.980885601,0.085,0.220125543,0.65732956,0.65732956,0.483539725
NPAT-T1277,NPAT,-0.017455,0.475299635,0.323032519,0.034466212,-0.323032519,0.92370605,0.085,0.220125543,0.65732956,0.65732956,0.483539725
NPDC1-S229,NPDC1,0.442,0.300367468,0.522347106,0.064014529,0.522347106,0.862949678,-0.18,0.792507964,0.100996365,-0.100996365,0.906638378
NPDC1-S275,NPDC1,0.219,0.898101898,0.046674386,0,0.046674386,1,-0.18,0.792507964,0.100996365,-0.100996365,0.906638378
NPDC1-S276,NPDC1,0.7095,0.493874674,0.306383244,0.033607463,0.306383244,0.92553434,-0.18,0.792507964,0.100996365,-0.100996365,0.906638378
NPDC1-S319,NPDC1,-0.18675,0.504888063,0.296804897,0.03154924,-0.296804897,0.929931074,-0.18,0.792507964,0.100996365,-0.100996365,0.906638378
NPDC1-T286,NPDC1,0.066,0.885448916,0.052836489,0,0.052836489,1,-0.18,0.792507964,0.100996365,-0.100996365,0.906638378
NPEPPS-S745,NPEPPS,0.012,0.797202797,0.098431186,0.00409785,0.098431186,0.990608728,0.17,0.207338274,0.683320521,0.683320521,0.467889899
NPHP3-S322,NPHP3,-0.18715,1,0,0,0,1,0.07,0.77342866,0.111579739,0.111579739,0.896807433
NPHP3-Y321,NPHP3,-0.18715,1,0,0,0,1,0.07,0.77342866,0.111579739,0.111579739,0.896807433
NPHP4-S142,NPHP4,-0.04405,0.850411966,0.070370637,6.04E-04,-0.070370637,0.998609774,0.185,0.048219662,1.316775835,1.316775835,0.212749001
NPHP4-S448,NPHP4,-0.5205,0.23976024,0.620222836,0.081229849,-0.620222836,0.829411688,0.185,0.048219662,1.316775835,1.316775835,0.212749001
NPHP4-S451,NPHP4,-0.647,0.070095024,1.154312813,0.176677154,-1.154312813,0.665767891,0.185,0.048219662,1.316775835,1.316775835,0.212749001
NPHP4-S478,NPHP4,-0.2342,0.335390176,0.474449662,0.055938692,-0.474449662,0.879146614,0.185,0.048219662,1.316775835,1.316775835,0.212749001
NPHP4-S481,NPHP4,-0.2087,0.914987568,0.038584807,0,-0.038584807,1,0.185,0.048219662,1.316775835,1.316775835,0.212749001
NPHP4-S496,NPHP4,-0.01945,0.866018164,0.062472999,0,-0.062472999,1,0.185,0.048219662,1.316775835,1.316775835,0.212749001
NPHP4-S513,NPHP4,-0.273,0.715826341,0.145192325,0.00953154,-0.145192325,0.978291906,0.185,0.048219662,1.316775835,1.316775835,0.212749001
NPM1-S106,NPM1,-0.01656,0.687685233,0.162610301,0.011356753,-0.162610301,0.974189057,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S112,NPM1,-0.22295,0.47890471,0.319750892,0.034466212,-0.319750892,0.92370605,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S125,NPM1,0.026,0.706035662,0.151173362,0.010134893,0.151173362,0.976933736,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S195,NPM1,-0.003125,0.845287627,0.072995488,0.001072452,-0.072995488,0.997533635,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S217,NPM1,0.4405,0.137828788,0.860660063,0.12070458,0.860660063,0.75734789,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S218,NPM1,-0.13829,0.953046953,0.020885703,0,-0.020885703,1,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S242,NPM1,0.1572,0.147726871,0.8305405,0.114104509,0.8305405,0.768945378,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S243,NPM1,0.293,0.20794408,0.682053439,0.089171815,0.682053439,0.814382035,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S254,NPM1,0.668,0.027123658,1.566651746,0.261165018,1.566651746,0.548068677,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S48,NPM1,0.087,0.212871996,0.671881467,0.088840027,0.671881467,0.815004437,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S70,NPM1,0.29745,0.010002185,1.999905111,0.36415286,1.999905111,0.432361624,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-S88,NPM1,-0.4286,0.9829944,0.007448956,0,-0.007448956,1,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-T219,NPM1,0.17109,0.770216728,0.113387053,0.006081964,0.113387053,0.986093363,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM1-Y67,NPM1,0.23581,0.040389969,1.39372648,0.225789346,1.39372648,0.59458049,0.015,0.390517522,0.408359475,0.408359475,0.648995175
NPM3-S147,NPM3,0.1,0.79266008,0.100913013,0.004422979,0.100913013,0.989867398,-0.105,0.602266087,0.220211591,-0.220211591,0.798302747
NPM3-S151,NPM3,0.02425,0.511872339,0.290838338,0.030141533,0.290838338,0.93295021,-0.105,0.602266087,0.220211591,-0.220211591,0.798302747
NPM3-S158,NPM3,0.02425,0.511872339,0.290838338,0.030141533,0.290838338,0.93295021,-0.105,0.602266087,0.220211591,-0.220211591,0.798302747
NPR2-Y524,NPR2,-0.394,0.201082298,0.69662616,0.09352592,-0.69662616,0.806258079,-0.475,4.93E-04,3.306891132,-3.306891132,0.016736937
NPRL3-S453,NPRL3,-0.02885,0.914285714,0.038918066,0,-0.038918066,1,0.145,0.306566997,0.5134746,0.5134746,0.577213184
NPRL3-S476,NPRL3,-0.3577,0.1517765,0.818795466,0.114104509,-0.818795466,0.768945378,0.145,0.306566997,0.5134746,0.5134746,0.577213184
NPRL3-T441,NPRL3,0.17345,0.904385965,0.043646186,0,0.043646186,1,0.145,0.306566997,0.5134746,0.5134746,0.577213184
NPY-S82,NPY,-0.1135,0.765684894,0.115949921,0.006281598,-0.115949921,0.985640186,-1.12,0.005425501,2.265560119,-2.265560119,0.063762084
NPY1R-S368,NPY1R,-0.126,0.436095985,0.360417912,0.039623479,-0.360417912,0.912801871,-1.475,0.0027652,2.558273456,-2.558273456,0.044045075
NQO1-S82,NQO1,0.5605,0.108343837,0.965195789,0.138681417,0.965195789,0.726638798,0.085,0.247524182,0.606382366,0.606382366,0.516687194
NR1D2-S241,NR1D2,-0.145,0.835664336,0.077968132,0.001812698,-0.077968132,0.995834808,-0.26,0.001888727,2.723830727,-2.723830727,0.035357198
NR1D2-S242,NR1D2,-0.320425,0.022585115,1.646177693,0.278836868,-1.646177693,0.526214888,-0.26,0.001888727,2.723830727,-2.723830727,0.035357198
NR1H3-S203,NR1H3,0.194,0.625563251,0.203728772,0.01610556,0.203728772,0.963594783,0.14,0.233570165,0.631582632,0.631582632,0.499363378
NR2C1-S215,NR2C1,0.0425,0.602292757,0.220192359,0.018916451,0.220192359,0.957378233,0.11,0.045450091,1.342465243,1.342465243,0.206135798
NR2C1-T220,NR2C1,0.26758,0.884451886,0.053325787,0,0.053325787,1,0.11,0.045450091,1.342465243,1.342465243,0.206135798
NR2C2-S19,NR2C2,-0.08846,0.995559895,0.001932607,0,-0.001932607,1,-0.005,0.384990243,0.414550277,-0.414550277,0.643905791
NR2C2-S238,NR2C2,0.1022,0.605752413,0.217704847,0.018881151,0.217704847,0.957456052,-0.005,0.384990243,0.414550277,-0.414550277,0.643905791
NR2C2-S65,NR2C2,0.14401,0.194454581,0.711181821,0.09426151,0.711181821,0.80489363,-0.005,0.384990243,0.414550277,-0.414550277,0.643905791
NR2C2-S74,NR2C2,0.082145,0.651538856,0.186059679,0.01261998,0.186059679,0.971359564,-0.005,0.384990243,0.414550277,-0.414550277,0.643905791
NR2C2-S87,NR2C2,0.069,0.892069881,0.049601123,0,0.049601123,1,-0.005,0.384990243,0.414550277,-0.414550277,0.643905791
NR2C2-T243,NR2C2,0.0382525,0.858226018,0.066398323,0,0.066398323,1,-0.005,0.384990243,0.414550277,-0.414550277,0.643905791
NR2C2-T371,NR2C2,0.0999,0.957792208,0.018728701,0,0.018728701,1,-0.005,0.384990243,0.414550277,-0.414550277,0.643905791
NR2F1-T51,NR2F1,-0.23933,0.455950575,0.341082232,0.036791115,-0.341082232,0.918774398,-0.77,0.00285589,2.54425855,-2.54425855,0.044879761
NR2F1-T54,NR2F1,-0.48143,0.03342987,1.475865318,0.243623971,-1.475865318,0.570658157,-0.77,0.00285589,2.54425855,-2.54425855,0.044879761
NR2F1-T63,NR2F1,0.091,0.708636291,0.14957661,0.009953104,0.14957661,0.977342752,-0.77,0.00285589,2.54425855,-2.54425855,0.044879761
NR2F2-S112,NR2F2,-0.655,0.004726192,2.325488668,0.448750584,-2.325488668,0.355835617,-0.24,0.017433435,1.758617038,-1.758617038,0.121170899
NR2F6-S32,NR2F6,0.4147,0.18160519,0.740871743,0.099182675,0.740871743,0.795824537,0.2,0.241442163,0.617186888,0.617186888,0.509669213
NR2F6-S34,NR2F6,0.1,0.308858263,0.510240775,0.062335078,0.510240775,0.866293233,0.2,0.241442163,0.617186888,0.617186888,0.509669213
NR2F6-S40,NR2F6,0.0345,0.484070172,0.315091678,0.034466212,0.315091678,0.92370605,0.2,0.241442163,0.617186888,0.617186888,0.509669213
NR3C1-S134,NR3C1,-0.2475,0.257911499,0.588529295,0.074556699,-0.588529295,0.842254424,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-S203,NR3C1,0.0679,0.756524051,0.121177261,0.006863852,0.121177261,0.984319634,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-S267,NR3C1,-0.003,0.920940207,0.035768566,0,-0.035768566,1,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-S269,NR3C1,-0.5505,0.023318298,1.632303147,0.273798525,-1.632303147,0.532355169,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-S305,NR3C1,-0.15015,0.400774664,0.397099741,0.044548424,-0.397099741,0.902509072,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-S395,NR3C1,-0.20685,0.257142857,0.589825535,0.074575572,-0.589825535,0.842217823,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-S397,NR3C1,-0.1695,0.144811741,0.839196226,0.116109777,-0.839196226,0.765403111,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-S45,NR3C1,0.0906,0.599956252,0.221880417,0.018916451,0.221880417,0.957378233,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-S47,NR3C1,0.1226,0.108213526,0.965718453,0.138681417,0.965718453,0.726638798,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-S509,NR3C1,0.0229,0.867554805,0.06170308,0,0.06170308,1,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-T411,NR3C1,-0.04525,0.969848915,0.013295916,0,-0.013295916,1,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C1-T8,NR3C1,-0.007,0.58313706,0.234229357,0.021460156,-0.234229357,0.951787164,-0.425,0.078906537,1.102887015,-1.102887015,0.279227895
NR3C2-S129,NR3C2,-0.0993,0.641738827,0.192641684,0.01368596,-0.192641684,0.968978275,0.67,0.152888577,0.815624962,0.815624962,0.396898917
NR3C2-S183,NR3C2,0.2474,0.237363535,0.624585998,0.081229849,0.624585998,0.829411688,0.67,0.152888577,0.815624962,0.815624962,0.396898917
NR3C2-S283,NR3C2,0.02179,0.382429883,0.417448179,0.047977127,0.417448179,0.895411923,0.67,0.152888577,0.815624962,0.815624962,0.396898917
NR3C2-S299,NR3C2,-0.1475,0.353216515,0.451958999,0.054523447,-0.451958999,0.882016182,0.67,0.152888577,0.815624962,0.815624962,0.396898917
NR3C2-S312,NR3C2,-0.2435,0.596740946,0.224214162,0.018989834,-0.224214162,0.957216477,0.67,0.152888577,0.815624962,0.815624962,0.396898917
NR3C2-S361,NR3C2,-0.23555,0.090026784,1.045628262,0.151320369,-1.045628262,0.705796713,0.67,0.152888577,0.815624962,0.815624962,0.396898917
NR3C2-S703,NR3C2,-0.048,0.724876964,0.139735701,0.00953154,-0.139735701,0.978291906,0.67,0.152888577,0.815624962,0.815624962,0.396898917
NR4A1-S259,NR4A1,-0.01345,0.922135611,0.035205206,0,-0.035205206,1,-0.11,0.493406729,0.306794932,-0.306794932,0.731732113
NR4A1-S68,NR4A1,-0.07625,0.590251368,0.228962998,0.019904195,-0.228962998,0.955203281,-0.11,0.493406729,0.306794932,-0.306794932,0.731732113
NRBF2-S113,NRBF2,-0.1029,1,0,0,0,1,-0.095,0.255651742,0.592351244,-0.592351244,0.524451782
NRBF2-S120,NRBF2,-0.005,0.823530481,0.084320322,0.00202153,-0.084320322,0.995356072,-0.095,0.255651742,0.592351244,-0.592351244,0.524451782
NRBF2-S149,NRBF2,0.1553,0.246753247,0.607737124,0.078607367,0.607737124,0.834435232,-0.095,0.255651742,0.592351244,-0.592351244,0.524451782
NRBP1-S22,NRBP1,0.154,0.93986014,0.026936769,0,0.026936769,1,0,0.333088832,0.477439928,0,0.601900436
NRBP1-S23,NRBP1,0.038,0.665353128,0.176947797,0.011520152,0.176947797,0.973822596,0,0.333088832,0.477439928,0,0.601900436
NRBP1-S31,NRBP1,-0.382,0.341133372,0.467075793,0.055938692,-0.467075793,0.879146614,0,0.333088832,0.477439928,0,0.601900436
NRBP1-S39,NRBP1,0.0116,0.779139958,0.108384522,0.005275212,0.108384522,0.987926848,0,0.333088832,0.477439928,0,0.601900436
NRBP1-S42,NRBP1,-0.02935,0.654283169,0.184234252,0.012071578,-0.184234252,0.972586914,0,0.333088832,0.477439928,0,0.601900436
NRBP1-S430,NRBP1,-0.07155,0.82352311,0.084324209,0.00202153,-0.084324209,0.995356072,0,0.333088832,0.477439928,0,0.601900436
NRBP1-S436,NRBP1,-0.001,1,4.82E-17,0,-4.82E-17,1,0,0.333088832,0.477439928,0,0.601900436
NRBP1-S49,NRBP1,-0.08815,0.614517397,0.211465818,0.018005786,-0.211465818,0.959387849,0,0.333088832,0.477439928,0,0.601900436
NRBP1-S53,NRBP1,0.2333,0.634898798,0.197295495,0.01495912,0.197295495,0.966141817,0,0.333088832,0.477439928,0,0.601900436
NRBP1-T28,NRBP1,0.25631,1,0,0,0,1,0,0.333088832,0.477439928,0,0.601900436
NRBP1-T35,NRBP1,-0.4505,0.650169751,0.18697324,0.012668936,-0.18697324,0.971250072,0,0.333088832,0.477439928,0,0.601900436
NRBP1-T38,NRBP1,0.00195,0.878550584,0.056233228,0,0.056233228,1,0,0.333088832,0.477439928,0,0.601900436
NRBP1-T413,NRBP1,0.283175,0.767137211,0.115126951,0.006081964,0.115126951,0.986093363,0,0.333088832,0.477439928,0,0.601900436
NRBP1-T429,NRBP1,0.0648605,0.790766531,0.10195172,0.004425914,0.10195172,0.989860709,0,0.333088832,0.477439928,0,0.601900436
NRBP1-T439,NRBP1,-0.0652,0.255744054,0.592194455,0.074575572,-0.592194455,0.842217823,0,0.333088832,0.477439928,0,0.601900436
NRBP1-T441,NRBP1,-0.057685,0.468701486,0.32910367,0.034466212,-0.32910367,0.92370605,0,0.333088832,0.477439928,0,0.601900436
NRBP2-S209,NRBP2,0.04365,0.628159821,0.201929846,0.015934998,0.201929846,0.963973292,-0.29,0.031239579,1.505294832,-1.505294832,0.167495213
NRBP2-S22,NRBP2,-0.1515,0.133763768,0.873661506,0.123459685,-0.873661506,0.752558587,-0.29,0.031239579,1.505294832,-1.505294832,0.167495213
NRBP2-S361,NRBP2,-0.238,0.076867656,1.114256364,0.17021216,-1.114256364,0.675752778,-0.29,0.031239579,1.505294832,-1.505294832,0.167495213
NRBP2-T409,NRBP2,-0.322325,0.027610748,1.558921833,0.260231888,-1.558921833,0.549247529,-0.29,0.031239579,1.505294832,-1.505294832,0.167495213
NRBP2-T411,NRBP2,-0.1255,0.088133901,1.054857005,0.1546151,-1.054857005,0.700462517,-0.29,0.031239579,1.505294832,-1.505294832,0.167495213
NRCAM-S1226,NRCAM,-0.3202,0.184863558,0.733148692,0.097007871,-0.733148692,0.79981976,-0.72,0.019150788,1.717813344,-1.717813344,0.127790256
NRCAM-S1242,NRCAM,0.18865,0.449646102,0.347129167,0.038005241,0.347129167,0.916209434,-0.72,0.019150788,1.717813344,-1.717813344,0.127790256
NRCAM-S1254,NRCAM,-0.18248825,0.187597336,0.726773334,0.096572428,-0.726773334,0.800622097,-0.72,0.019150788,1.717813344,-1.717813344,0.127790256
NRCAM-S1291,NRCAM,-1.5165,0.282828283,0.548477163,0.068249999,-0.548477163,0.85457464,-0.72,0.019150788,1.717813344,-1.717813344,0.127790256
NRCAM-S1295,NRCAM,-0.07326,0.403309703,0.394361329,0.044548424,-0.394361329,0.902509072,-0.72,0.019150788,1.717813344,-1.717813344,0.127790256
NRCAM-S1302,NRCAM,0.339,0.913003663,0.03952748,0,0.03952748,1,-0.72,0.019150788,1.717813344,-1.717813344,0.127790256
NRCAM-T1221,NRCAM,-0.28495,0.218562639,0.660424074,0.087057326,-0.660424074,0.81835676,-0.72,0.019150788,1.717813344,-1.717813344,0.127790256
NRCAM-T1245,NRCAM,0.39965,0.344655583,0.462614682,0.055328476,0.462614682,0.88038275,-0.72,0.019150788,1.717813344,-1.717813344,0.127790256
NRCAM-Y1225,NRCAM,-0.8168,0.342857143,0.464886798,0.055938692,-0.464886798,0.879146614,-0.72,0.019150788,1.717813344,-1.717813344,0.127790256
NRCAM-Y1258,NRCAM,-0.259297,0.49214177,0.307909773,0.033663818,-0.307909773,0.925414249,-0.72,0.019150788,1.717813344,-1.717813344,0.127790256
NRDC-S61,NRDC,0.09115,0.702354124,0.153443863,0.010867621,0.153443863,0.975286874,0.195,0.011671754,1.932863865,1.932863865,0.097190018
NRDC-S86,NRDC,0.351375,0.111249745,0.953700975,0.138681417,0.953700975,0.726638798,0.195,0.011671754,1.932863865,1.932863865,0.097190018
NRDC-S94,NRDC,0.252165,0.004597519,2.337476443,0.454639965,2.337476443,0.351042772,0.195,0.011671754,1.932863865,1.932863865,0.097190018
NRDC-S96,NRDC,0.184,0.203676518,0.691059038,0.091889811,0.691059038,0.809301208,0.195,0.011671754,1.932863865,1.932863865,0.097190018
NRDC-T59,NRDC,0.2187,0.289842306,0.537838223,0.066894298,0.537838223,0.857246463,0.195,0.011671754,1.932863865,1.932863865,0.097190018
NRF1-S136,NRF1,0.0944,0.474657859,0.323619324,0.034466212,0.323619324,0.92370605,0.045,0.769602341,0.11373362,0.11373362,0.894698431
NRF1-S138,NRF1,0.811,0.388411588,0.410707821,0.046127519,0.410707821,0.899233506,0.045,0.769602341,0.11373362,0.11373362,0.894698431
NRG1-S495,NRG1,-0.5294,0.555555556,0.255272505,0.026476947,-0.255272505,0.940855771,-0.005,0.956461848,0.019332349,-0.019332349,0.98275829
NRIP1-S1001,NRIP1,0.7144,0.178586171,0.748152173,0.099555474,0.748152173,0.795141693,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-S218,NRIP1,0.046,0.885714286,0.052706351,0,0.052706351,1,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-S355,NRIP1,-0.052,0.799060744,0.097420204,0.00409785,-0.097420204,0.990608728,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-S356,NRIP1,0.086,0.561481607,0.250664466,0.025114637,0.250664466,0.943811713,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-S518,NRIP1,0.1688,0.048567267,1.313656338,0.211671621,1.313656338,0.614226259,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-S544,NRIP1,-0.10963,0.615234604,0.210959246,0.017922713,-0.210959246,0.959571381,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-S552,NRIP1,0.0321674,0.816910377,0.087825587,0.002503873,0.087825587,0.994251206,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-S564,NRIP1,0.4035,0.054471743,1.26382873,0.201633565,1.26382873,0.628588506,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-S671,NRIP1,-0.1434,0.496550862,0.30403626,0.03324735,-0.30403626,0.926302102,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-S807,NRIP1,0.1718,0.197186252,0.705123367,0.094131191,0.705123367,0.80513519,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-T1013,NRIP1,-0.222,0.282828283,0.548477163,0.068249999,-0.548477163,0.85457464,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-T545,NRIP1,-0.09275,0.720515597,0.142356614,0.00953154,-0.142356614,0.978291906,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-T549,NRIP1,0.227,0.633053221,0.198559777,0.01495912,0.198559777,0.966141817,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-T553,NRIP1,0.156465,0.132810127,0.876768808,0.124188167,0.876768808,0.751297309,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP1-Y1002,NRIP1,-0.4864595,0.109090909,0.962211439,0.138681417,-0.962211439,0.726638798,0.07,0.453585094,0.343341226,0.343341226,0.701253066
NRIP2-S153,NRIP2,-0.28625,0.02456336,1.609712228,0.269830764,-1.609712228,0.537241108,-0.445,0.001440087,2.841611191,-2.841611191,0.030232951
NRIP2-S80,NRIP2,-0.418,0.289502747,0.538347311,0.066894298,-0.538347311,0.857246463,-0.445,0.001440087,2.841611191,-2.841611191,0.030232951
NRIP2-S96,NRIP2,-0.55025,0.032836514,1.483642957,0.245161482,-1.483642957,0.568641456,-0.445,0.001440087,2.841611191,-2.841611191,0.030232951
NRIP2-T155,NRIP2,0.1945,0.562928959,0.249546409,0.024820195,0.249546409,0.944451813,-0.445,0.001440087,2.841611191,-2.841611191,0.030232951
NRP1-S894,NRP1,0.0739,0.977098349,0.01006172,0,0.01006172,1,-0.505,0.164627588,0.783497386,-0.783497386,0.413775312
NRP2-S901,NRP2,-0.516,0.352380952,0.452987575,0.054523447,-0.452987575,0.882016182,-0.95,0.037118544,1.430409073,-1.430409073,0.184474587
NRSN2-S178,NRSN2,-0.0018,0.759736034,0.119337275,0.006863852,-0.119337275,0.984319634,-0.15,0.022705056,1.643877416,-1.643877416,0.140241421
NRSN2-S188,NRSN2,-0.903,0.104029304,0.982844307,0.139697135,-0.982844307,0.724941338,-0.15,0.022705056,1.643877416,-1.643877416,0.140241421
NRSN2-S194,NRSN2,-0.7335,0.024242424,1.615423953,0.270713863,-1.615423953,0.536149786,-0.15,0.022705056,1.643877416,-1.643877416,0.140241421
NSA2-S205,NSA2,0.3962595,0.792457542,0.101023997,0.004425914,0.101023997,0.989860709,0.09,0.316034247,0.500265853,0.500265853,0.586389294
NSA2-T81,NSA2,0.24522,0.710843852,0.148225789,0.009935078,0.148225789,0.977383316,0.09,0.316034247,0.500265853,0.500265853,0.586389294
NSD1-S117,NSD1,-0.624,0.104714455,0.979993362,0.1395998,-0.979993362,0.725103832,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S1334,NSD1,-0.213,0.191720846,0.717330664,0.096372357,-0.717330664,0.800991013,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S135,NSD1,0.0151,0.840751029,0.075332593,0.001812698,0.075332593,0.995834808,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S224,NSD1,-0.026325,0.685068663,0.164265898,0.011356753,-0.164265898,0.974189057,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S2288,NSD1,-0.4835,0.34112018,0.467092588,0.055938692,-0.467092588,0.879146614,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S2369,NSD1,-0.245,0.240939247,0.618092451,0.080562762,-0.618092451,0.830686663,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S2471,NSD1,-0.021525,0.896633849,0.04738487,0,-0.04738487,1,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S2573,NSD1,0.14905,0.254523564,0.594272004,0.074575572,0.594272004,0.842217823,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S483,NSD1,-0.241,0.199532978,0.699985316,0.094131191,-0.699985316,0.80513519,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S486,NSD1,-0.175,0.44469016,0.35194248,0.03931881,-0.35194248,0.913442449,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S822,NSD1,0.105,0.217656263,0.662228832,0.087057326,0.662228832,0.81835676,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-S948,NSD1,0.2563,0.311638681,0.506348643,0.061642732,0.506348643,0.867675367,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-T1257,NSD1,0.093,0.658704934,0.181309084,0.012071578,0.181309084,0.972586914,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-T1507,NSD1,0.4185,0.685714286,0.163856803,0.011356753,0.163856803,0.974189057,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD1-T2476,NSD1,-0.027335,0.729821831,0.13678315,0.00953154,-0.13678315,0.978291906,-0.035,0.591849215,0.227788924,-0.227788924,0.791243771
NSD2-S121,NSD2,1.0954,3.13E-04,3.505008176,0.84503869,3.505008176,0.142876667,0.485,1.76E-05,4.754848914,4.754848914,0.003084973
NSD2-S389,NSD2,0.924834,0.342857143,0.464886798,0.055938692,0.464886798,0.879146614,0.485,1.76E-05,4.754848914,4.754848914,0.003084973
NSD2-S408,NSD2,0.390765,0.032742292,1.484890919,0.24532186,1.484890919,0.568431504,0.485,1.76E-05,4.754848914,4.754848914,0.003084973
NSD2-S604,NSD2,-0.62995,0.533799534,0.27262181,0.027780157,-0.27262181,0.938036728,0.485,1.76E-05,4.754848914,4.754848914,0.003084973
NSD2-T115,NSD2,0.4234,3.71E-04,3.430551539,0.806067636,3.430551539,0.156290422,0.485,1.76E-05,4.754848914,4.754848914,0.003084973
NSD2-T544,NSD2,0.4618,3.87E-04,3.411780468,0.801060332,3.411780468,0.158102839,0.485,1.76E-05,4.754848914,4.754848914,0.003084973
NSD3-S424,NSD3,-0.031,0.954915719,0.020034957,0,-0.020034957,1,0.08,0.424190581,0.372438979,0.372438979,0.678044524
NSD3-S457,NSD3,-0.092575,0.271812877,0.565729973,0.070336524,-0.565729973,0.850478767,0.08,0.424190581,0.372438979,0.372438979,0.678044524
