Gene,Feature,FoldChange.phos,pval.phos,logp.phos,FDR.phos,logfdr.phos,signedlogp.phos,signedfdr.phos,FoldChange.prot,pval.prot,logp.prot,FDR.prot,logfdr.prot,signedlogp.prot,signedfdr.prot,Comparison
SF3B2,SF3B2-S307,-0.396,2.82E-04,3.549113242,0.025704142,1.589996896,-3.549113242,-1.589996896,-0.0317,0.053854058,1.268781568,0.175082963,0.756756112,-1.268781568,-0.756756112,CNV-low
SF3B3,SF3B3-T1200,-0.2677,1.19E-04,3.922755278,0.015069629,1.821897447,-3.922755278,-1.821897447,-0.06605,0.010732352,1.969305107,0.06170319,1.209692382,-1.969305107,-1.209692382,CNV-low
SIPA1L3,SIPA1L3-S1385,-0.46575,1.66E-04,3.779849889,0.018075465,1.742910526,-3.779849889,-1.742910526,-0.0244,0.588457899,0.230284603,0.755888183,0.121542444,-0.230284603,-0.121542444,CNV-low
SKA3,SKA3-S155,-0.5652,6.91E-06,5.160363437,0.002280786,2.641915461,-5.160363437,-2.641915461,-0.322,0.089340761,1.048950353,0.240923631,0.618120601,-1.048950353,-0.618120601,CNV-low
SMARCA1,SMARCA1-S116,-0.353825,3.55E-04,3.450274246,0.029353249,1.532343828,-3.450274246,-1.532343828,-0.00805,0.562758953,0.249677587,0.737277585,0.13236897,-0.249677587,-0.13236897,CNV-low
SMARCA4,SMARCA4-S1484,-0.3129,7.43E-04,3.128900091,0.04506843,1.346127575,-3.128900091,-1.346127575,-0.1463,0.171815283,0.764938207,0.362312732,0.440916404,-0.764938207,-0.440916404,CNV-low
SOGA1,SOGA1-S1541,-0.34735,7.52E-04,3.123531851,0.045469123,1.342283421,-3.123531851,-1.342283421,-0.14315,0.024893041,1.603922048,0.106126037,0.974178053,-1.603922048,-0.974178053,CNV-low
SP140,SP140-S185,-0.488,2.47E-04,3.606978661,0.023481182,1.629280037,-3.606978661,-1.629280037,-0.3175,0.229418903,0.639370802,0.431936828,0.364579765,-0.639370802,-0.364579765,CNV-low
SPAG9,SPAG9-S109,-0.5805,3.11E-04,3.507452295,0.027254573,1.564560626,-3.507452295,-1.564560626,-0.0199,0.89104481,0.050100455,0.949487249,0.022510863,-0.050100455,-0.022510863,CNV-low
SPAG9,SPAG9-T330,-0.41875,2.51E-04,3.601042737,0.023670001,1.625801731,-3.601042737,-1.625801731,-0.0199,0.89104481,0.050100455,0.949487249,0.022510863,-0.050100455,-0.022510863,CNV-low
SPAG9,SPAG9-S332,-0.468,8.24E-05,4.084031607,0.011710202,1.931435603,-4.084031607,-1.931435603,-0.0199,0.89104481,0.050100455,0.949487249,0.022510863,-0.050100455,-0.022510863,CNV-low
SPEN,SPEN-S2120,-0.6315,7.59E-06,5.1199529,0.002442323,2.612196946,-5.1199529,-2.612196946,-0.0291,0.629197366,0.201213104,0.783684765,0.105858596,-0.201213104,-0.105858596,CNV-low
SPEN,SPEN-S1918,-0.4424,3.46E-04,3.460731341,0.029117088,1.535852063,-3.460731341,-1.535852063,-0.0291,0.629197366,0.201213104,0.783684765,0.105858596,-0.201213104,-0.105858596,CNV-low
SPEN,SPEN-T1219,-0.317,4.98E-04,3.302711956,0.035805587,1.446049206,-3.302711956,-1.446049206,-0.0291,0.629197366,0.201213104,0.783684765,0.105858596,-0.201213104,-0.105858596,CNV-low
SPEN,SPEN-T2421,-0.5848,9.66E-05,4.014899591,0.01305159,1.884336576,-4.014899591,-1.884336576,-0.0291,0.629197366,0.201213104,0.783684765,0.105858596,-0.201213104,-0.105858596,CNV-low
SPP1,SPP1-T250,-0.6357,5.50E-04,3.259298937,0.037075147,1.430917123,-3.259298937,-1.430917123,-0.277095,0.149379747,0.825708281,0.332613666,0.478059911,-0.825708281,-0.478059911,CNV-low
SRRM2,SRRM2-T1880,-0.2094,4.78E-04,3.320902346,0.035085452,1.454872928,-3.320902346,-1.454872928,-0.11528,0.041588232,1.381029538,0.147771447,0.830409474,-1.381029538,-0.830409474,CNV-low
SRRM2,SRRM2-S1424,-0.3505,3.36E-04,3.473015262,0.028816313,1.540361587,-3.473015262,-1.540361587,-0.11528,0.041588232,1.381029538,0.147771447,0.830409474,-1.381029538,-0.830409474,CNV-low
SRRM2,SRRM2-T1003,-0.2006,4.15E-04,3.382443995,0.031885797,1.496402721,-3.382443995,-1.496402721,-0.11528,0.041588232,1.381029538,0.147771447,0.830409474,-1.381029538,-0.830409474,CNV-low
SRRM2,SRRM2-S2692,-0.267,2.65E-04,3.5764167,0.024600787,1.609050991,-3.5764167,-1.609050991,-0.11528,0.041588232,1.381029538,0.147771447,0.830409474,-1.381029538,-0.830409474,CNV-low
SRRM2,SRRM2-T318,-0.2342875,4.36E-04,3.360027025,0.03318588,1.479046659,-3.360027025,-1.479046659,-0.11528,0.041588232,1.381029538,0.147771447,0.830409474,-1.381029538,-0.830409474,CNV-low
SRSF11,SRSF11-S471,-0.2939,8.65E-04,3.063079383,0.049291325,1.307229509,-3.063079383,-1.307229509,0.00835,0.696244545,0.157238195,0.830751709,0.080528756,0.157238195,0.080528756,CNV-low
SRSF2,SRSF2-S26,-0.19015,3.94E-04,3.404971386,0.031052611,1.507901878,-3.404971386,-1.507901878,0.01825,0.964490931,0.015701851,0.984472555,0.006796387,0.015701851,0.006796387,CNV-low
SRSF2,SRSF2-T25,-0.30335,3.81E-04,3.418994929,0.030527768,1.51530495,-3.418994929,-1.51530495,0.01825,0.964490931,0.015701851,0.984472555,0.006796387,0.015701851,0.006796387,CNV-low
SYNPO,SYNPO-S854,0.3199,2.00E-04,3.699022355,0.020369419,1.691021348,3.699022355,1.691021348,0.2585,0.016521997,1.781937455,0.0816312,1.088143821,1.781937455,1.088143821,CNV-low
SYNRG,SYNRG-S473,-0.4693,2.53E-05,4.59746658,0.005490263,2.260406854,-4.59746658,-2.260406854,-0.03865,0.41504548,0.381904311,0.6167785,0.209870774,-0.381904311,-0.209870774,CNV-low
SZRD1,SZRD1-S39,-0.26625,5.14E-04,3.289009401,0.036033654,1.443291699,-3.289009401,-1.443291699,0.01565,0.641405706,0.192867181,0.791579325,0.101505557,0.192867181,0.101505557,CNV-low
TBX2,TBX2-S379,0.4027525,7.07E-04,3.150544648,0.043788766,1.358637294,3.150544648,1.358637294,0.209,0.450916837,0.345903548,0.649407288,0.187482842,0.345903548,0.187482842,CNV-low
TBX2,TBX2-S653,0.41,8.41E-04,3.075154154,0.048312706,1.315938633,3.075154154,1.315938633,0.209,0.450916837,0.345903548,0.649407288,0.187482842,0.345903548,0.187482842,CNV-low
TBX2,TBX2-S657,0.4315925,1.95E-04,3.710750603,0.02008121,1.69721012,3.710750603,1.69721012,0.209,0.450916837,0.345903548,0.649407288,0.187482842,0.345903548,0.187482842,CNV-low
TBX2,TBX2-S676,0.57,4.39E-04,3.357380725,0.033337537,1.477066494,3.357380725,1.477066494,0.209,0.450916837,0.345903548,0.649407288,0.187482842,0.345903548,0.187482842,CNV-low
TCF12,TCF12-S333,0.677,8.84E-04,3.053437053,0.049799264,1.302777072,3.053437053,1.302777072,0.10795,0.210068607,0.677638844,0.409439053,0.387810736,0.677638844,0.387810736,CNV-low
TCOF1,TCOF1-S156,-0.899,4.88E-05,4.3117571,0.008259679,2.083036848,-4.3117571,-2.083036848,-0.1067,0.17181778,0.764931897,0.362312732,0.440916404,-0.764931897,-0.440916404,CNV-low
TCOF1,TCOF1-S381,-0.682625,1.90E-07,6.720838709,1.80E-04,3.74393043,-6.720838709,-3.74393043,-0.1067,0.17181778,0.764931897,0.362312732,0.440916404,-0.764931897,-0.440916404,CNV-low
TCOF1,TCOF1-S1378,-0.7455,2.01E-07,6.697863894,1.87E-04,3.728780953,-6.697863894,-3.728780953,-0.1067,0.17181778,0.764931897,0.362312732,0.440916404,-0.764931897,-0.440916404,CNV-low
TCOF1,TCOF1-S583,-0.622,1.26E-06,5.898976779,7.06E-04,3.151320239,-5.898976779,-3.151320239,-0.1067,0.17181778,0.764931897,0.362312732,0.440916404,-0.764931897,-0.440916404,CNV-low
TERF2IP,TERF2IP-S36,-0.9355,1.72E-04,3.765158664,0.018580837,1.730934734,-3.765158664,-1.730934734,-0.0349,0.872130977,0.059418288,0.937280997,0.028130188,-0.059418288,-0.028130188,CNV-low
TERF2IP,TERF2IP-S154,-0.4632,2.18E-04,3.66248637,0.021404679,1.669491271,-3.66248637,-1.669491271,-0.0349,0.872130977,0.059418288,0.937280997,0.028130188,-0.059418288,-0.028130188,CNV-low
TNRC6A,TNRC6A-S771,-0.22355,7.56E-04,3.121444582,0.045583774,1.341189721,-3.121444582,-1.341189721,0.025468,0.768368754,0.114430304,0.8770457,0.056977777,0.114430304,0.056977777,CNV-low
TRIM28,TRIM28-S828,-0.4455,2.04E-04,3.689505607,0.02057083,1.686748179,-3.689505607,-1.686748179,-0.101855,0.060568106,1.217756004,0.189102418,0.723302918,-1.217756004,-0.723302918,CNV-low
TRIT1,TRIT1-S455,-0.42105,6.78E-04,3.168466919,0.042631043,1.370274044,-3.168466919,-1.370274044,-0.14625,0.039905279,1.398969646,0.144062536,0.841448943,-1.398969646,-0.841448943,CNV-low
TRIT1,TRIT1-S443,-0.255625,4.93E-04,3.307485631,0.035555509,1.449093102,-3.307485631,-1.449093102,-0.14625,0.039905279,1.398969646,0.144062536,0.841448943,-1.398969646,-0.841448943,CNV-low
TSC2,TSC2-S939,0.3561,8.06E-04,3.093798004,0.047367017,1.324523968,3.093798004,1.324523968,0.06745,0.077793209,1.109058315,0.220319352,0.656947355,1.109058315,0.656947355,CNV-low
TSHZ3,TSHZ3-S463,0.31785,2.83E-04,3.54752939,0.025708322,1.589926267,3.54752939,1.589926267,0.352,0.022973252,1.638777521,0.100519623,0.997749148,1.638777521,0.997749148,CNV-low
TSHZ3,TSHZ3-S261,0.712225,6.56E-04,3.183078127,0.041562919,1.381293957,3.183078127,1.381293957,0.352,0.022973252,1.638777521,0.100519623,0.997749148,1.638777521,0.997749148,CNV-low
TXLNA,TXLNA-S18,-0.402,4.76E-04,3.322546062,0.035085452,1.454872928,-3.322546062,-1.454872928,-0.0318,0.127531198,0.894383561,0.302566752,0.519178797,-0.894383561,-0.519178797,CNV-low
UBA1,UBA1-S46,-0.4783,3.55E-04,3.450326002,0.029353249,1.532343828,-3.450326002,-1.532343828,-0.1429,0.01796087,1.745672632,0.086231451,1.064334305,-1.745672632,-1.064334305,CNV-low
UBA1,UBA1-S835,-0.8516975,3.96E-07,6.402253657,3.13E-04,3.504526624,-6.402253657,-3.504526624,-0.1429,0.01796087,1.745672632,0.086231451,1.064334305,-1.745672632,-1.064334305,CNV-low
UBAP2L,UBAP2L-S476,-0.3173,7.07E-04,3.15056026,0.043788766,1.358637294,-3.15056026,-1.358637294,-0.0445,0.113619581,0.944546817,0.281381219,0.550704894,-0.944546817,-0.550704894,CNV-low
UBAP2L,UBAP2L-S471,-0.3512,8.73E-04,3.059099251,0.049421064,1.306087913,-3.059099251,-1.306087913,-0.0445,0.113619581,0.944546817,0.281381219,0.550704894,-0.944546817,-0.550704894,CNV-low
UBE2O,UBE2O-S836,-0.28335,4.05E-04,3.392306337,0.031495036,1.501757889,-3.392306337,-1.501757889,-0.14735,0.023597976,1.627125248,0.102175826,0.990651841,-1.627125248,-0.990651841,CNV-low
UCKL1,UCKL1-S56,-0.517596,5.88E-06,5.230520794,0.002072471,2.683511541,-5.230520794,-2.683511541,-0.08219,0.476278049,0.322139434,0.670809015,0.17340111,-0.322139434,-0.17340111,CNV-low
UFD1,UFD1-S247,-0.49542,1.59E-04,3.799785563,0.017448761,1.758235415,-3.799785563,-1.758235415,0.01203,0.969950872,0.013250262,0.985756032,0.006230557,0.013250262,0.006230557,CNV-low
UGDH,UGDH-T91,-0.651,2.25E-05,4.647397883,0.005183289,2.285394554,-4.647397883,-2.285394554,-0.078,0.542151844,0.265879061,0.721398249,0.141824916,-0.265879061,-0.141824916,CNV-low
USF2,USF2-T230,-0.32695,8.60E-04,3.065262487,0.049192498,1.308101121,-3.065262487,-1.308101121,-0.03395,0.276154096,0.558848511,0.482467258,0.316532154,-0.558848511,-0.316532154,CNV-low
USP10,USP10-S551,-0.4937,1.46E-05,4.835797964,0.003777445,2.422801864,-4.835797964,-2.422801864,-0.01125,0.23470417,0.629479194,0.438159331,0.358367936,-0.629479194,-0.358367936,CNV-low
USP9X,USP9X-S588,-0.3388,0.000241557,3.616979504,0.023072721,1.636901178,-3.616979504,-1.636901178,0.0362,0.478400779,0.320208121,0.671783691,0.172770544,0.320208121,0.172770544,CNV-low
UTP14A,UTP14A-S445,-0.5837,3.48E-06,5.458422407,0.001364573,2.86500308,-5.458422407,-2.86500308,-0.09715,0.044770135,1.349011594,0.154204754,0.811902236,-1.349011594,-0.811902236,CNV-low
WIPF2,WIPF2-S160,0.5364,1.29E-04,3.887841333,0.015665792,1.805047635,3.887841333,1.805047635,-0.0532,1,0,1,0,0,0,CNV-low
XRCC1,XRCC1-S241,-0.75035,8.13E-06,5.090122897,0.002537649,2.5955684,-5.090122897,-2.5955684,-0.0068,0.497735993,0.303000953,0.686163074,0.163572657,-0.303000953,-0.163572657,CNV-low
XRCC6,XRCC6-T455,-0.83905,2.88E-05,4.54124945,0.006023129,2.220177829,-4.54124945,-2.220177829,0.0311855,0.739756216,0.130911377,0.858091762,0.066466268,0.130911377,0.066466268,CNV-low
YEATS2,YEATS2-S520,-0.2758,1.97E-04,3.704837486,0.020216953,1.6942843,-3.704837486,-1.6942843,-0.04314,0.141799702,0.848324681,0.322524524,0.491437257,-0.848324681,-0.491437257,CNV-low
YEATS2,YEATS2-S628,-0.7517,8.17E-04,3.087717497,0.047666795,1.321784048,-3.087717497,-1.321784048,-0.04314,0.141799702,0.848324681,0.322524524,0.491437257,-0.848324681,-0.491437257,CNV-low
ZBTB10,ZBTB10-S543,-0.7675,3.26E-04,3.48621481,0.02813849,1.550699217,-3.48621481,-1.550699217,-0.2188,0.013034499,1.884905656,0.069949248,1.155216953,-1.884905656,-1.155216953,CNV-low
ZBTB9,ZBTB9-T376,-0.38875,9.05E-05,4.043486583,0.012383295,1.907163776,-4.043486583,-1.907163776,-0.0024,0.716605003,0.144720164,0.843572444,0.073877615,-0.144720164,-0.073877615,CNV-low
ZC3H13,ZC3H13-S993,-0.30996,1.42E-04,3.847637275,0.016423176,1.784542849,-3.847637275,-1.784542849,-0.0419,0.40146148,0.396356119,0.605006052,0.218240281,-0.396356119,-0.218240281,CNV-low
ZC3H8,ZC3H8-S22,-0.3831,6.21E-04,3.206748585,0.039976813,1.398191832,-3.206748585,-1.398191832,-0.2244,0.029939543,1.523754833,0.11933789,0.923221644,-1.523754833,-0.923221644,CNV-low
ZC3HC1,ZC3HC1-S335,-0.31025,1.18E-06,5.929076209,6.82E-04,3.166047751,-5.929076209,-3.166047751,0.0199,0.986338663,0.005973943,0.994263483,0.002498511,0.005973943,0.002498511,CNV-low
ZC3HC1,ZC3HC1-S24,-0.603875,1.77E-07,6.752863604,1.71E-04,3.767986395,-6.752863604,-3.767986395,0.0199,0.986338663,0.005973943,0.994263483,0.002498511,0.005973943,0.002498511,CNV-low
ZFAND3,ZFAND3-S129,-0.77275,2.71E-06,5.56688242,0.001158854,2.935971283,-5.56688242,-2.935971283,-0.20385,0.011720676,1.931047347,0.065698041,1.182447579,-1.931047347,-1.182447579,CNV-low
ZFAND5,ZFAND5-S56,-0.292175,6.38E-05,4.195425724,0.009838492,2.007071456,-4.195425724,-2.007071456,-0.2016,0.143669929,0.842634123,0.324512986,0.48876792,-0.842634123,-0.48876792,CNV-low
ZFAND5,ZFAND5-S58,-0.26953,3.67E-04,3.435280231,0.029909611,1.524189237,-3.435280231,-1.524189237,-0.2016,0.143669929,0.842634123,0.324512986,0.48876792,-0.842634123,-0.48876792,CNV-low
ZNF318,ZNF318-S1043,-0.25565,4.04E-04,3.393715017,0.031441126,1.50250191,-3.393715017,-1.50250191,-0.06225,0.023597976,1.627125248,0.102175826,0.990651841,-1.627125248,-0.990651841,CNV-low
ZNF318,ZNF318-S1267,-0.24205,3.40E-04,3.468522693,0.029020645,1.537292935,-3.468522693,-1.537292935,-0.06225,0.023597976,1.627125248,0.102175826,0.990651841,-1.627125248,-0.990651841,CNV-low
ZNF318,ZNF318-S1896,-0.40005,6.39E-04,3.194727621,0.040818138,1.389146812,-3.194727621,-1.389146812,-0.06225,0.023597976,1.627125248,0.102175826,0.990651841,-1.627125248,-0.990651841,CNV-low
ZNF318,ZNF318-S709,-0.41435,1.41E-05,4.851389557,0.00373008,2.428281811,-4.851389557,-2.428281811,-0.06225,0.023597976,1.627125248,0.102175826,0.990651841,-1.627125248,-0.990651841,CNV-low
ZNF451,ZNF451-S1027,-0.268,2.49E-06,5.603406367,0.00111091,2.954321261,-5.603406367,-2.954321261,-0.0313,0.305870905,0.514461832,0.514313084,0.288772427,-0.514461832,-0.288772427,CNV-low
ZNF638,ZNF638-S1401,-0.497,8.76E-05,4.057676434,0.012080996,1.917897265,-4.057676434,-1.917897265,-0.0487,0.098816783,1.005169291,0.256470392,0.590962765,-1.005169291,-0.590962765,CNV-low
ZNF687,ZNF687-S1146,-0.376,6.55E-04,3.183878285,0.041545201,1.381479135,-3.183878285,-1.381479135,-0.15645,0.028900453,1.539095355,0.116576045,0.933390684,-1.539095355,-0.933390684,CNV-low
AAK1,AAK1-S14,0.628,8.80E-04,3.055634847,0.04965676,1.304021625,3.055634847,1.304021625,0.22575,0.011299097,1.94695627,0.062307858,1.205457175,1.94695627,1.205457175,CNV-high
AAK1,AAK1-S20,0.341925,5.43E-04,3.26557126,0.038255922,1.417301331,3.26557126,1.417301331,0.22575,0.011299097,1.94695627,0.062307858,1.205457175,1.94695627,1.205457175,CNV-high
ADD2,ADD2-S600,0.54255,5.76E-04,3.239942238,0.039436231,1.404104594,3.239942238,1.404104594,0.32485,0.009291699,2.03190489,0.054713432,1.261906041,2.03190489,1.261906041,CNV-high
ADD2,ADD2-S596,0.634,7.68E-05,4.114751832,0.014108653,1.850514446,4.114751832,1.850514446,0.32485,0.009291699,2.03190489,0.054713432,1.261906041,2.03190489,1.261906041,CNV-high
AFF4,AFF4-S491,-0.2462,5.76E-04,3.239893938,0.039436231,1.404104594,-3.239893938,-1.404104594,0.07091,0.314729305,0.502062817,0.52677885,0.27837167,0.502062817,0.27837167,CNV-high
AGAP2,AGAP2-S927,0.8669,3.34E-04,3.476034159,0.030202403,1.519958506,3.476034159,1.519958506,0.0026,0.706347423,0.150981635,0.841358931,0.075018691,0.150981635,0.075018691,CNV-high
AGRN,AGRN-S896,0.4195,5.81E-04,3.235467692,0.039671637,1.401519883,3.235467692,1.401519883,0.3795,0.116916035,0.93212592,0.289849061,0.537828102,0.93212592,0.537828102,CNV-high
AIF1L,AIF1L-S160,0.8019,7.70E-05,4.113504563,0.014108653,1.850514446,4.113504563,1.850514446,0.3536,0.043938843,1.357151381,0.15366415,0.813427442,1.357151381,0.813427442,CNV-high
AKAP11,AKAP11-S1619,1.328,4.76E-04,3.322115879,0.036543329,1.437191898,3.322115879,1.437191898,0.09385,0.093040155,1.031329573,0.253058468,0.596779125,1.031329573,0.596779125,CNV-high
AKAP9,AKAP9-S3576,-0.538,2.28E-04,3.641443946,0.024708283,1.607157425,-3.641443946,-1.607157425,-0.1323,0.01195888,1.922309503,0.064868415,1.187966713,-1.922309503,-1.187966713,CNV-high
AMOT,AMOT-S229,-0.408,6.70E-04,3.173641597,0.042954186,1.366994505,-3.173641597,-1.366994505,-0.2232,0.016862951,1.773066428,0.081164216,1.090635402,-1.773066428,-1.090635402,CNV-high
ANKLE2,ANKLE2-S662,0.3748,7.27E-04,3.138256753,0.044725547,1.349444343,3.138256753,1.349444343,0.16613,0.024444429,1.611820095,0.103805283,0.983780542,1.611820095,0.983780542,CNV-high
AP4B1,AP4B1-S593,-0.4453,9.75E-05,4.01093158,0.01572321,1.803458791,-4.01093158,-1.803458791,-0.080495,0.330342767,0.481035198,0.541026241,0.26678167,-0.481035198,-0.26678167,CNV-high
APC,APC-S2278,-0.43775,8.82E-04,3.054647701,0.04971175,1.303540945,-3.054647701,-1.303540945,-0.034895,0.172445184,0.763348931,0.369725985,0.432120025,-0.763348931,-0.432120025,CNV-high
APC,APC-S111,-0.3248,6.96E-04,3.157208611,0.043763953,1.358883454,-3.157208611,-1.358883454,-0.034895,0.172445184,0.763348931,0.369725985,0.432120025,-0.763348931,-0.432120025,CNV-high
APOBR,APOBR-S601,0.97925,7.54E-04,3.122543524,0.045771189,1.339407801,3.122543524,1.339407801,0.0824,0.55757687,0.25369525,0.736923745,0.13257745,0.25369525,0.13257745,CNV-high
APTX,APTX-S137,-0.329,5.21E-04,3.283122719,0.0377307,1.423305137,-3.283122719,-1.423305137,-0.12205,0.19892944,0.70130094,0.403652092,0.393992792,-0.70130094,-0.393992792,CNV-high
ARHGAP21,ARHGAP21-S1396,-0.4204,4.82E-04,3.316945381,0.036543329,1.437191898,-3.316945381,-1.437191898,-0.041,0.971358048,0.012620657,0.988206407,0.005152335,-0.012620657,-0.005152335,CNV-high
ARHGAP23,ARHGAP23-S623,0.7405,6.67E-04,3.175793707,0.04291237,1.367417503,3.175793707,1.367417503,0.253,0.089979161,1.045858061,0.247558645,0.606321903,1.045858061,0.606321903,CNV-high
ARHGEF12,ARHGEF12-S1288,-0.7904,1.11E-05,4.953694317,0.004675918,2.330133154,-4.953694317,-2.330133154,-0.2344,0.010551111,1.976701824,0.059501066,1.225475256,-1.976701824,-1.225475256,CNV-high
ARHGEF12,ARHGEF12-S309,-0.3064,7.38E-04,3.13194217,0.044960525,1.347168628,-3.13194217,-1.347168628,-0.2344,0.010551111,1.976701824,0.059501066,1.225475256,-1.976701824,-1.225475256,CNV-high
ARHGEF18,ARHGEF18-S760,-0.505,5.82E-05,4.234716993,0.011691225,1.932139992,-4.234716993,-1.932139992,-0.112,0.210317859,0.677123847,0.417010714,0.379852787,-0.677123847,-0.379852787,CNV-high
ARID5B,ARID5B-S469,0.557,1.96E-04,3.708408515,0.022592875,1.646028494,3.708408515,1.646028494,0.173015,0.033142276,1.479617676,0.126580963,0.897631605,1.479617676,0.897631605,CNV-high
ASPSCR1,ASPSCR1-S287,-0.94275,7.88E-04,3.103334131,0.046842008,1.329364492,-3.103334131,-1.329364492,0.2101,0.04436005,1.35300797,0.154550763,0.810928848,1.35300797,0.810928848,CNV-high
ATR,ATR-T1989,0.77505,5.64E-04,3.248976027,0.039174979,1.406991223,3.248976027,1.406991223,0.032,0.438960731,0.35757433,0.645174969,0.19032249,0.35757433,0.19032249,CNV-high
ATXN2L,ATXN2L-S680,0.64625,2.34E-07,6.631344167,8.07E-04,3.092878158,6.631344167,3.092878158,0.105,0.106150999,0.974075914,0.273721104,0.562691716,0.974075914,0.562691716,CNV-high
AUP1,AUP1-S385,1.631,4.13E-04,3.384263786,0.033843732,1.470521753,3.384263786,1.470521753,-0.014,0.485083262,0.314183711,0.680902541,0.166915045,-0.314183711,-0.166915045,CNV-high
BABAM1,BABAM1-S29,-0.6235,3.64E-05,4.438646254,0.009286775,2.032135072,-4.438646254,-2.032135072,0.0577,0.365144522,0.43753521,0.576313663,0.239341084,0.43753521,0.239341084,CNV-high
BABAM1,BABAM1-S66,0.48,4.80E-04,3.318650907,0.036543329,1.437191898,3.318650907,1.437191898,0.0577,0.365144522,0.43753521,0.576313663,0.239341084,0.43753521,0.239341084,CNV-high
BCL11A,BCL11A-S332,0.5626,9.65E-05,4.015649404,0.015712243,1.803761813,4.015649404,1.803761813,0.5593,0.01972787,1.704919801,0.090229226,1.044652769,1.704919801,1.044652769,CNV-high
BCL11A,BCL11A-S328,0.5691,4.46E-04,3.350738607,0.035130721,1.454312934,3.350738607,1.454312934,0.5593,0.01972787,1.704919801,0.090229226,1.044652769,1.704919801,1.044652769,CNV-high
BCL11A,BCL11A-S447,0.6955,7.31E-04,3.135873158,0.044725547,1.349444343,3.135873158,1.349444343,0.5593,0.01972787,1.704919801,0.090229226,1.044652769,1.704919801,1.044652769,CNV-high
BCL11A,BCL11A-S608,0.695,2.58E-04,3.588676534,0.026535034,1.576180347,3.588676534,1.576180347,0.5593,0.01972787,1.704919801,0.090229226,1.044652769,1.704919801,1.044652769,CNV-high
BICDL2,BICDL2-S277,-0.699,6.83E-04,3.165745863,0.043397381,1.362536475,-3.165745863,-1.362536475,-0.3705,0.012428599,1.90557782,0.066637517,1.176281197,-1.90557782,-1.176281197,CNV-high
BOD1L1,BOD1L1-S2964,0.35855,1.09E-04,3.961092241,0.016813356,1.7743456,3.961092241,1.7743456,0.04295,0.038777268,1.411422793,0.141524599,0.849168066,1.411422793,0.849168066,CNV-high
BOD1L1,BOD1L1-S266,0.28055,5.11E-04,3.291883046,0.037414489,1.426960184,3.291883046,1.426960184,0.04295,0.038777268,1.411422793,0.141524599,0.849168066,1.411422793,0.849168066,CNV-high
BOD1L1,BOD1L1-T2848,0.3788,1.16E-04,3.93545952,0.01732166,1.761410486,3.93545952,1.761410486,0.04295,0.038777268,1.411422793,0.141524599,0.849168066,1.411422793,0.849168066,CNV-high
C2CD5,C2CD5-S906,-0.625,4.38E-05,4.358259152,0.010216236,1.990709075,-4.358259152,-1.990709075,-0.15383,0.008363961,2.077588006,0.050992178,1.292496437,-2.077588006,-1.292496437,CNV-high
C2orf88,C2orf88-S40,-1.111,4.41E-04,3.355765879,0.034839887,1.457923257,-3.355765879,-1.457923257,-0.586,0.0138352,1.859014566,0.07142433,1.146153824,-1.859014566,-1.146153824,CNV-high
C8orf33,C8orf33-S68,0.341,5.16E-04,3.287353773,0.037533462,1.425581374,3.287353773,1.425581374,0.2677,0.011559417,1.937064077,0.06325061,1.198935285,1.937064077,1.198935285,CNV-high
CBLB,CBLB-S549,-0.6115,8.34E-04,3.07863106,0.048616291,1.313218178,-3.07863106,-1.313218178,-0.054935,0.071352493,1.146590848,0.212051187,0.673559292,-1.146590848,-0.673559292,CNV-high
CBX3,CBX3-S95,0.2985,6.19E-04,3.20799151,0.041103141,1.386124994,3.20799151,1.386124994,0.2845,0.093043012,1.031316238,0.253058468,0.596779125,1.031316238,0.596779125,CNV-high
CBX3,CBX3-S97,0.318,8.79E-05,4.055799708,0.015140833,1.81985022,4.055799708,1.81985022,0.2845,0.093043012,1.031316238,0.253058468,0.596779125,1.031316238,0.596779125,CNV-high
CCDC82,CCDC82-S131,0.309,2.55E-04,3.593018586,0.026386087,1.578625018,3.593018586,1.578625018,0.077,0.158085782,0.801107188,0.349537225,0.456506566,0.801107188,0.456506566,CNV-high
CCDC92,CCDC92-S179,-0.42285,2.53E-04,3.597531164,0.026355192,1.579133813,-3.597531164,-1.579133813,0.0345,0.755665814,0.121670225,0.873497268,0.058738449,0.121670225,0.058738449,CNV-high
CCNL1,CCNL1-S352,0.38085,3.90E-04,3.408677027,0.032942943,1.482237605,3.408677027,1.482237605,0.1831,0.010507809,1.978487817,0.059501066,1.225475256,1.978487817,1.225475256,CNV-high
CCNL1,CCNL1-S374,0.44125,1.41E-06,5.849954483,0.001653893,2.781492632,5.849954483,2.781492632,0.1831,0.010507809,1.978487817,0.059501066,1.225475256,1.978487817,1.225475256,CNV-high
CCNL1,CCNL1-S372,0.32435,7.59E-05,4.119661872,0.014055936,1.852140238,4.119661872,1.852140238,0.1831,0.010507809,1.978487817,0.059501066,1.225475256,1.978487817,1.225475256,CNV-high
CCSAP,CCSAP-S145,-0.404025,2.96E-04,3.528924528,0.02811298,1.55109312,-3.528924528,-1.55109312,-0.2225,0.020457002,1.689158007,0.092417442,1.034246055,-1.689158007,-1.034246055,CNV-high
CD34,CD34-S346,0.796,4.80E-04,3.31879538,0.036543329,1.437191898,3.31879538,1.437191898,-0.279,0.666564936,0.176157536,0.815640632,0.088501148,-0.176157536,-0.088501148,CNV-high
