ID,FoldChange.protein,pval.protein,logp.protein,signedlogp.protein,FDR.protein,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
SRSF2,0.1523,0.201558305,0.695599303,0.695599303,0.399381196,0.34,0.03013493,1.520929809,1.520929809,0.109798529
SRSF3,-0.02055,0.955330314,0.019846441,-0.019846441,0.980575408,0.135,0.02848678,1.545356634,1.545356634,0.105674666
SRSF4,-0.069,0.432923211,0.363589129,-0.363589129,0.631485699,0.055,0.217721021,0.662099638,0.662099638,0.411840978
SRSF5,0.0132,0.995530766,0.001945314,0.001945314,0.999385303,-0.275,0.020674209,1.68457109,-1.68457109,0.084949523
SRSF6,0.1493,0.012679973,1.896881686,1.896881686,0.06796406,0.02,0.207490251,0.683002304,0.683002304,0.399715608
SRSF7,0.18918,0.037698912,1.423671183,1.423671183,0.136848238,0.255,0.011880241,1.925174749,1.925174749,0.057847991
SRSF8,0.02299,0.41027697,0.38692286,0.38692286,0.612054005,-0.335,0.001132392,2.946003311,-2.946003311,0.012072383
SRSF9,0.0435,0.98659267,0.005862115,0.005862115,0.994552345,-0.17,0.28209553,0.549603795,-0.549603795,0.487500456
SRXN1,-0.0725,0.633989387,0.197918012,-0.197918012,0.787156261,0.28,0.027309789,1.563681653,1.563681653,0.102682914
SS18,0.2211,0.13043614,0.884602062,0.884602062,0.305848329,0.065,0.340825564,0.467467838,0.467467838,0.547019076
SS18L1,0.20477,0.292310034,0.534156277,0.534156277,0.499434082,0.68,9.22E-05,4.035109305,4.035109305,0.002550076
SS18L2,0.4,0.035294079,1.452298147,1.452298147,0.131430841,0.445,0.09727336,1.012006083,1.012006083,0.242667018
SSB,0.4071,1.36E-04,3.865213533,3.865213533,0.003637264,0.39,0.003388998,2.469928692,2.469928692,0.02500326
SSBP1,0.0045,0.73680559,0.132647088,0.132647088,0.853409556,-0.025,0.800952007,0.096393506,-0.096393506,0.890047243
SSBP2,-0.117,0.178834923,0.747547668,-0.747547668,0.37154017,-0.36,0.025403544,1.595105699,-1.595105699,0.097539352
SSBP3,0.58,0.031041496,1.508057362,1.508057362,0.121026824,0.41,0.168178495,0.774229539,0.774229539,0.348380241
SSBP4,0.3175,0.173469116,0.760777834,0.760777834,0.364551937,0.655,0.01527047,1.816147584,1.816147584,0.06877793
SSC5D,0.0925,0.552674595,0.257530498,0.257530498,0.731196057,0.02,0.594625912,0.225756169,0.225756169,0.764314508
SSH1,0.22775,0.272257357,0.565020376,0.565020376,0.479459883,0.025,0.456223031,0.340822794,0.340822794,0.649042221
SSH2,-0.0768,0.614171374,0.21171043,-0.21171043,0.774605883,0.255,0.027294683,1.563921952,1.563921952,0.102682914
SSH3,-0.4847,0.003333911,2.477046031,-2.477046031,0.027728254,-0.05,0.77940336,0.108237726,-0.108237726,0.878846076
SSNA1,-0.22175,0.089655201,1.04742451,-1.04742451,0.240946902,-0.23,0.010630242,1.973456848,-1.973456848,0.053640967
SSR1,-0.04395,0.835813113,0.07789082,-0.07789082,0.915818044,0.065,0.32137012,0.492994505,0.492994505,0.527138279
SSR2,0.26867,3.05E-01,0.515219061,0.515219061,0.511824955,0.055,0.724143385,0.140175432,0.140175432,0.846765258
SSR3,0.5505,0.089654079,1.047429947,1.047429947,0.240946902,0.035,0.515791083,0.28752617,0.28752617,0.699610413
SSR4,-0.136507,0.941949737,0.025972271,-0.025972271,0.972787443,-0.62,0.024317249,1.614085552,-1.614085552,0.094582139
SSRP1,0.5716,0.002935846,2.532266724,2.532266724,0.025567387,0.14,0.307885201,0.511611186,0.511611186,0.513661447
SSSCA1,0.2256,0.00138181,2.859551534,2.859551534,0.015477781,0.53,9.88E-05,4.005243732,4.005243732,0.002673301
SSU72,0.0516,0.950869082,0.021879274,0.021879274,0.978417008,-0.105,0.928579261,0.03218102,-0.03218102,0.962731207
SSX2IP,-0.086,0.251400534,0.599633803,-0.599633803,0.455897,-0.07,0.732546091,0.135165045,-0.135165045,0.849447482
ST13,-0.1215,0.134763144,0.870428866,-0.870428866,0.311559713,-0.31,0.036654935,1.43586755,-1.43586755,0.125300537
ST14,-0.4455,8.22E-05,4.084959523,-4.084959523,0.002760117,-0.19,0.28714887,0.541892888,-0.541892888,0.491864167
ST3GAL1,-0.29555,0.082596805,1.083036754,-1.083036754,0.228612613,0.25,0.294847469,0.530402597,0.530402597,0.499983116
ST5,-0.261,0.274704423,0.561134348,-0.561134348,0.481260825,-0.67,0.015279405,1.815893557,-1.815893557,0.06877793
ST6GAL1,-0.18465,0.548940791,0.260474496,-0.260474496,0.7284792,0.685,0.009495571,2.022478894,2.022478894,0.049384329
ST6GALNAC1,-1.126,1.49E-04,3.825799026,-3.825799026,0.003862578,-2.225,5.37E-05,4.269708118,-4.269708118,0.001843522
ST6GALNAC3,-0.224,0.973397208,0.011709904,-0.011709904,0.989134082,0.125,0.779414641,0.10823144,0.10823144,0.878846076
ST7,-0.0636,0.951056747,0.021793569,-0.021793569,0.978512849,-0.27,0.045501556,1.341973756,-1.341973756,0.144953327
STAB1,0.1138,0.469938864,0.327958637,0.327958637,0.66327381,0.055,0.690832098,0.160627492,0.160627492,0.82831858
STAG1,0.1811,0.03237549,1.489783647,1.489783647,0.123992795,0.17,0.068640132,1.163421887,1.163421887,0.19246978
STAG2,0.2944,0.022620786,1.645492306,1.645492306,0.098451529,0.03,0.523010297,0.281489761,0.281489761,0.703909304
STAM,-0.0715,0.442846718,0.35374657,-0.35374657,0.639843469,-0.22,0.403827577,0.393804027,-0.393804027,0.605568958
STAM2,-0.1631,5.19E-02,1.284568611,-1.284568611,0.167217563,-0.3,0.013282079,1.876733939,-1.876733939,0.062496206
STAMBP,-0.1133,0.340970919,0.467282659,-0.467282659,0.548853325,-0.01,0.432833029,0.363679606,-0.363679606,0.630391396
STAMBPL1,-0.01339,0.7923463,0.101084966,-0.101084966,0.889524082,-0.295,0.062923586,1.201186536,-1.201186536,0.180994635
STAP2,-0.741,1.19E-04,3.924477909,-3.924477909,0.003400039,-1.005,2.86E-05,4.544249214,-4.544249214,0.00127958
STARD10,-0.5404,3.52E-03,2.45363915,-2.45363915,0.028738435,-0.44,0.021957959,1.658408022,-1.658408022,0.088027733
STARD13,-0.1105,0.732587498,0.135140497,-0.135140497,0.850812254,-0.42,0.049271224,1.307406651,-1.307406651,0.153414007
STARD3,0.75019,0.004205691,2.376162679,2.376162679,0.032501652,1.01,0.001407425,2.851574883,2.851574883,0.013860576
STARD3NL,-0.3689,0.124242676,0.905729201,-0.905729201,0.296962618,-0.025,0.90190788,0.044837819,-0.044837819,0.947318783
STARD4,0.1655,0.774299385,0.111091086,0.111091086,0.878277918,0.045,0.361193797,0.442259717,0.442259717,0.565097163
STARD5,0.024,0.857744414,0.066642102,0.066642102,0.927985857,0.13,0.779405616,0.108236469,0.108236469,0.878846076
STARD7,0.5175,4.25E-06,5.371682321,5.371682321,6.30E-04,0.48,1.52E-04,3.817350254,3.817350254,0.003463144
STAT1,1.044,3.48E-05,4.458304806,4.458304806,0.001671541,1.255,2.90E-04,3.537981065,3.537981065,0.005077722
STAT2,0.5887,4.73E-06,5.324986316,5.324986316,6.54E-04,0.525,9.65E-05,4.01555367,4.01555367,0.002635424
STAT3,0.1955,0.143750438,0.842390822,0.842390822,0.323605456,0.185,0.340915154,0.467353693,0.467353693,0.547019076
STAT4,1.032,1.48E-01,0.829811773,0.829811773,0.329111794,0.17,0.537778398,0.269396647,0.269396647,0.716982645
STAT5A,0.2372,0.195691599,0.708427819,0.708427819,0.391575109,0.25,0.120690444,0.918327114,0.918327114,0.279310444
STAT5B,0.015,0.548939393,0.260475602,0.260475602,0.7284792,0.08,0.313209543,0.504165014,0.504165014,0.518699872
STAT6,-0.079,0.33532098,0.474539273,-0.474539273,0.543982972,-0.105,0.367055406,0.435268376,-0.435268376,0.570944043
STAU1,0.18185,0.110400761,0.957027934,0.957027934,0.27490187,0.21,0.018067148,1.743110408,1.743110408,0.077529593
STAU2,0.2699,0.137710275,0.861033654,0.861033654,0.315692587,0.055,0.959788227,0.017824581,0.017824581,0.980033858
STBD1,-0.155,0.318735243,0.496569914,-0.496569914,0.525875898,0.18,0.72415635,0.140167657,0.140167657,0.846765258
STC1,-0.7285,2.47E-02,1.61E+00,-1.60742478,0.104359057,-0.99,0.056118791,1.250891697,-1.250891697,0.167606974
STC2,-0.3131,5.78E-02,1.237920434,-1.237920434,0.17991397,-0.08,0.732577598,0.135146366,-0.135146366,0.849447482
STEAP1,-1.099,4.89E-05,4.31E+00,-4.311079245,0.00208514,-1.75,4.24E-06,5.372219093,-5.372219093,5.16E-04
STEAP1B,-1.2205,1.99E-04,3.701099613,-3.701099613,0.004536382,1.23,2.49E-04,3.604115307,3.604115307,0.004623427
STEAP2,-0.565,0.006940986,2.158578837,-2.158578837,0.045330582,-1.055,4.43E-05,4.353295304,-4.353295304,0.001669104
STEAP3,-0.325755,0.070407721,1.152379712,-1.152379712,0.205472554,-0.27,0.077647185,1.109874282,-1.109874282,0.209184828
STEAP4,-0.181,0.858342659,0.066339303,-0.066339303,0.928535696,-0.135,0.5158381,0.287486584,-0.287486584,0.699610413
STIM1,-0.777,0.021010125,1.677571372,-1.677571372,0.094089173,-0.68,0.008893743,2.050915423,-2.050915423,0.047864243
STIM2,-0.10775,0.224167222,0.64942789,-0.64942789,0.426826205,-0.475,8.20E-05,4.086106863,-4.086106863,0.002336247
STIP1,0.073315,0.391433423,0.407342095,0.407342095,0.595160593,0.145,0.103037025,0.987006691,0.987006691,0.251871913
STK10,0.28799,0.031041496,1.508057362,1.508057362,0.121026824,0.15,0.388288772,0.410845167,0.410845167,0.591878271
STK11,-0.31365,0.003616293,2.441736337,-2.441736337,0.029392303,-0.375,0.039246035,1.406204208,-1.406204208,0.130890004
STK11IP,-0.06501,0.459668374,0.337555376,-0.337555376,0.655472746,-0.095,0.991060357,0.003899895,-0.003899895,0.996650995
STK16,-0.2217,8.82E-02,1.054561174,-1.054561174,0.238939269,-0.315,0.002724326,2.564740846,-2.564740846,0.021560701
STK17A,-0.1738,4.72E-01,0.325665866,-0.325665866,0.666421915,-0.16,0.109097029,0.962187075,-0.962187075,0.2616188
STK17B,0.4645,0.003917584,2.406981668,2.406981668,0.031085895,0.315,0.06532,1.184953823,1.184953823,0.185897118
STK19,-0.28951,0.091247223,1.039780346,-1.039780346,0.244654846,0.11,0.197548892,0.704325401,0.704325401,0.387332886
STK24,0.084,0.058320508,1.234178704,1.234178704,0.181275375,0.08,0.534030896,0.272433616,0.272433616,0.713982994
STK25,-0.1196,0.246256293,0.608612662,-0.608612662,0.45043054,0.115,0.243877799,0.612827733,0.612827733,0.445667534
STK26,0.44085,0.385268597,0.414236388,0.414236388,0.58977223,0.28,0.116775365,0.932648768,0.932648768,0.273746658
STK3,0.1015,0.326964891,0.485498879,0.485498879,0.534597648,0.08,0.736767445,0.132669572,0.132669572,0.852237403
STK32C,0.624,0.038131646,1.418714449,1.418714449,0.138245167,0.695,0.028506225,1.545060293,1.545060293,0.105674666
STK33,-0.3671,0.042021266,1.376530872,-1.376530872,0.14570712,-0.225,0.248530725,0.604619913,-0.604619913,0.450566256
STK35,0.5354,9.45E-05,4.024381031,4.024381031,0.002981086,0.695,1.78E-04,3.748915456,3.748915456,0.003810564
STK36,-0.52465,0.015219647,1.817595414,-1.817595414,0.076648167,-0.035,0.338089341,0.470968521,-0.470968521,0.544095338
STK38,0.1825,0.087556941,1.057709421,1.057709421,0.237574735,0.175,0.116734399,0.932801148,0.932801148,0.273746658
STK38L,-0.0036,0.594628491,0.225754286,-0.225754286,0.761823219,-0.21,0.248487671,0.604695154,-0.604695154,0.450566256
STK39,-0.386,0.073060047,1.136320056,-1.136320056,0.210825193,-0.33,0.442819581,0.353773184,-0.353773184,0.639722909
STK4,0.2454,0.064531628,1.190227378,1.190227378,0.193998928,0.32,0.002138132,2.669965534,2.669965534,0.018300263
STMN1,0.771,0.011529589,1.93818617,1.93818617,0.063806493,0.815,0.00288171,2.540349744,2.540349744,0.022412581
STMN2,0.5265,0.133307291,0.875146098,0.875146098,0.309851655,-0.095,0.313316259,0.504017067,-0.504017067,0.518699872
STN1,0.019735,0.807933799,0.092624223,0.092624223,0.899906269,-0.57,0.001203818,2.919439032,-2.919439032,0.012508278
STOM,-0.1315,0.844570643,0.073364019,-0.073364019,0.919682785,-0.03,1,0,0,1
STOML1,-0.0226,0.890598532,0.050318025,-0.050318025,0.945286805,-0.405,8.24E-04,3.083973822,-3.083973822,0.009831217
STOML2,-0.2427,2.28E-01,0.64117137,-0.64117137,0.431392887,-0.205,0.606290286,0.21731939,-0.21731939,0.769350559
STON1,0.5771,0.024334186,1.61378317,1.61378317,0.103612828,1.03,0.033289804,1.477688762,1.477688762,0.117349111
STON2,0.0835,0.143749036,0.842395058,0.842395058,0.323605456,0.39,0.133289631,0.875203634,0.875203634,0.298580916
STRA6,-0.4412,0.013931835,1.855991681,-1.855991681,0.072101059,-0.585,0.123458419,0.908479288,-0.908479288,0.283564479
STRADA,-0.1975,0.140704047,0.851693412,-0.851693412,0.320012299,0.14,0.279574701,0.55350213,0.55350213,0.485166816
STRAP,0.2681,0.001740962,2.759210704,2.759210704,0.017737588,0.525,1.70E-04,3.768611511,3.768611511,0.003706246
STRBP,-0.10065,0.594632361,0.22575146,-0.22575146,0.761823219,-0.575,0.036162025,1.441747262,-1.441747262,0.124179902
STRIP1,0.04755,0.809662699,0.091695868,0.091695868,0.899906269,0.155,0.318608193,0.496743061,0.496743061,0.524366473
STRN,0.07135,0.282161221,0.549502674,0.549502674,0.489270851,0.13,0.343747681,0.463760223,0.463760223,0.549717023
STRN3,0.19145,0.191843378,0.717053187,0.717053187,0.386948329,0.245,0.118033421,0.927995004,0.927995004,0.275728524
STRN4,-0.02085,0.397657667,0.40049064,-0.40049064,0.601184372,-0.065,0.419806266,0.376951084,-0.376951084,0.61953972
STT3A,0.2425,0.630001971,0.200658092,0.200658092,0.785309529,-0.28,0.013074786,1.883565408,-1.883565408,0.061789195
STT3B,-0.34675,0.20957927,0.678651677,-0.678651677,0.410186768,-0.2,0.059003316,1.229123578,-1.229123578,0.17368833
STUB1,-0.2669,0.397659318,0.400488836,-0.400488836,0.601184372,-0.27,0.305265271,0.515322601,-0.515322601,0.5106561
STX10,-0.0874,0.246252987,0.608618492,-0.608618492,0.45043054,0.045,0.598468747,0.222958524,0.222958524,0.767582768
STX11,0.273,0.270279708,0.568186559,0.568186559,0.477199669,0.47,0.080511912,1.094139859,1.094139859,0.214223839
STX12,-0.0987,0.180656813,0.743145656,-0.743145656,0.373079974,-0.295,0.034204158,1.465921093,-1.465921093,0.119580405
STX16,-0.008,0.690844412,0.160619751,-0.160619751,0.82288188,0.47,0.002223169,2.653027549,2.653027549,0.018794295
STX17,-0.303119,0.005370999,2.269944889,-2.269944889,0.037919883,-0.69,2.33E-07,6.632892586,-6.632892586,1.77E-04
STX18,-0.6645,0.002727704,2.564202832,-2.564202832,0.024292441,-2.065,2.59E-05,4.586710555,-4.586710555,0.001206774
STX2,0.1396,0.866550154,0.062206296,0.062206296,0.93351944,-0.07,0.614157737,0.211720073,-0.211720073,0.775093316
STX3,0.112,0.753762656,0.122765383,0.122765383,0.863694448,0.195,0.083440367,1.078623793,1.078623793,0.219367467
STX4,-0.1765,0.373123006,0.428147973,-0.428147973,0.578612855,0.21,0.009333821,2.029940528,2.029940528,0.048909405
STX5,-0.0619,0.995530766,0.001945314,-0.001945314,0.999385303,0.04,0.699081658,0.155472092,0.155472092,0.834723974
STX6,-0.21835,0.260212086,0.584672535,-0.584672535,0.466176221,-0.495,0.006370154,2.195850088,-2.195850088,0.038112965
STX7,0.1071,0.173467611,0.760781602,0.760781602,0.364551937,0.1,0.091716469,1.037552671,1.037552671,0.233900157
STX8,-0.17985,0.429644192,0.366891055,-0.366891055,0.628472976,-0.035,0.056807307,1.2455958,-1.2455958,0.169158577
STXBP1,0.1715,0.686718461,0.163221278,0.163221278,0.820503091,0.59,0.31332642,0.504002983,0.504002983,0.518699872
STXBP2,-0.016,0.749513349,0.125220628,-0.125220628,0.86053587,-0.165,0.226277054,0.645359485,-0.645359485,0.42322658
STXBP3,-0.257,0.042019829,1.376545722,-1.376545722,0.14570712,-0.11,0.796624724,0.098746219,-0.098746219,0.887910174
STXBP4,-0.09,0.571569344,0.242931072,-0.242931072,0.746569223,-0.305,0.126152727,0.899103359,-0.899103359,0.287841244
STXBP5,-0.2013,0.255502788,0.592604357,-0.592604357,0.459881407,-0.345,0.031904276,1.496151101,-1.496151101,0.11391068
STXBP6,-0.2055,0.217828931,0.66188444,-0.66188444,0.420073251,-0.57,0.051243892,1.290357891,-1.290357891,0.157451429
STYX,0.2361,0.055946573,1.252226514,1.252226514,0.176059467,0.105,0.137579414,0.861446546,0.861446546,0.305190873
SUB1,0.09595,0.44284991,0.353743439,0.353743439,0.639843469,-0.09,0.915234674,0.038467535,-0.038467535,0.955719162
SUCLA2,-0.4226,0.028108178,1.551167305,-1.551167305,0.113655764,-0.345,0.22841597,0.641273535,-0.641273535,0.425852508
SUCLG1,-0.2149,0.403936176,0.39368725,-0.39368725,0.607400195,0.21,0.057554592,1.239920023,1.239920023,0.170808219
SUCLG2,-0.0135,0.870958373,0.060002601,-0.060002601,0.935839056,-0.39,0.026524638,1.576350541,-1.576350541,0.100534114
SUCO,0.038,0.810572406,0.091208185,0.091208185,0.900722857,0,0.950866162,0.021880607,0,0.975041737
SUDS3,0.2126,0.049284732,1.307287603,1.307287603,0.16161023,-0.075,0.567662674,0.245909662,-0.245909662,0.742679278
SUFU,0,0.973189126,0.011802753,0,0.989019732,0.22,0.964253525,0.015808765,0.015808765,0.982303855
SUGCT,0.564,0.094326726,1.02536524,1.02536524,0.250067095,1.045,6.35E-05,4.197490306,4.197490306,0.002023175
SUGP1,0.243997,0.03147983,1.501967627,1.501967627,0.122189236,0.185,0.00778331,2.108835699,2.108835699,0.043806966
SUGP2,0.1364,0.292304967,0.534163805,0.534163805,0.499434082,0.165,0.305214477,0.515394871,0.515394871,0.5106561
SUGT1,-0.12664,0.766557652,0.115455177,-0.115455177,0.872000328,0.02,0.487235413,0.312261154,0.312261154,0.674532873
SULF1,0.6635,0.044334868,1.35325458,1.35325458,0.150906576,0.48,0.120746349,0.918125992,0.918125992,0.279310444
SULF2,0.064,0.753762656,0.122765383,0.122765383,0.863694448,-0.76,0.349550989,0.456489464,-0.456489464,0.554163887
SULT1A1,0.0802,0.560197615,0.251658744,0.251658744,0.73700488,0.04,0.968721678,0.013800981,0.013800981,0.984293076
SULT1A4,-0.1025,0.614171374,0.21171043,-0.21171043,0.774605883,-0.015,0.796650485,0.098732175,-0.098732175,0.887910174
SULT1B1,0.4319,0.358964951,0.444947954,0.444947954,0.565950974,-0.425,0.426369935,0.370213427,-0.370213427,0.625364206
SULT1C2,0.2785,0.397654364,0.400494247,0.400494247,0.601184372,0.52,0.189924726,0.721418491,0.721418491,0.377425834
SULT2B1,-0.7885,0.012659659,1.897577981,-1.897577981,0.06796406,-1.645,0.008332333,2.079233405,-2.079233405,0.045836693
SUMF1,0.3775,0.056844594,1.24531083,1.24531083,0.177846838,-0.565,0.267364766,0.572895825,-0.572895825,0.471539152
SUMF2,-0.5205,5.48E-04,3.261142945,-3.261142945,0.008574388,-0.54,0.002349964,2.628938883,-2.628938883,0.019486136
SUMO1,0.22385,0.096186694,1.016885002,1.016885002,0.252617985,0.265,0.036151597,1.441872507,1.441872507,0.124179902
SUMO2,0.2933,0.038740527,1.411834477,1.411834477,0.138982779,0.265,0.068624624,1.163520023,1.163520023,0.19246978
SUMO3,0.2811,0.009196744,2.036365882,2.036365882,0.054441766,0.715,4.35E-06,5.361687449,5.361687449,5.24E-04
SUN1,-0.317,0.284677009,0.545647606,-0.545647606,0.49100619,-0.41,9.49E-04,3.022834905,-3.022834905,0.010795343
SUN2,0.044,0.724170239,0.140159327,0.140159327,0.845384776,-0.04,0.376084754,0.424714272,-0.424714272,0.580070431
SUOX,-0.33255,0.017548788,1.755752873,-1.755752873,0.083833523,-0.275,0.215702776,0.666144266,-0.666144266,0.409099763
SUPT16H,0.467142,0.001381864,2.859534676,2.859534676,0.015477781,0.61,6.20E-04,3.207950105,3.207950105,0.008230272
SUPT20H,0.13109,0.098447819,1.006793903,1.006793903,0.255960582,-0.14,0.171587549,0.765514229,-0.765514229,0.353617116
SUPT3H,-0.0182,0.795170208,0.0995399,-0.0995399,0.892211428,0.425,0.007290007,2.137272041,2.137272041,0.041871453
SUPT4H1,0.3175,0.31603086,0.500270506,0.500270506,0.522486219,0.115,0.213586413,0.670426379,0.670426379,0.406587717
SUPT5H,0.1766,5.10E-03,2.292527575,2.292527575,0.036673654,0.375,0.004746982,2.323582418,2.323582418,0.03118257
SUPT6H,0.2769,4.99E-06,5.30183345,5.30183345,6.64E-04,0.445,0.006246066,2.204393427,2.204393427,0.037673291
SUPT7L,0.09525,0.272255679,0.565023052,0.565023052,0.479459883,0.375,5.47E-04,3.262371152,3.262371152,0.007551485
SUPV3L1,0.098,0.137708898,0.861037997,0.861037997,0.315692587,0.125,0.158017374,0.80129516,0.80129516,0.3344492
SURF1,-0.5615,0.02009212,1.696974233,-1.696974233,0.091400005,-0.19,0.29739663,0.526663958,-0.526663958,0.502884363
SURF2,0.10695,0.14374483,0.842407766,0.842407766,0.323605456,-0.07,0.674363442,0.171105981,-0.171105981,0.817204592
SURF4,-0.4697,0.028109279,1.551150301,-1.551150301,0.113655764,-0.415,1.49E-04,3.827169189,-3.827169189,0.003407761
SURF6,-0.1729,0.169953427,0.769670074,-0.769670074,0.359427709,-0.23,0.085427316,1.068403238,-1.068403238,0.22284719
SUSD2,0.1586,0.463080477,0.334343528,0.334343528,0.658073973,-0.395,0.385265271,0.414240138,-0.414240138,0.589208718
SUV39H1,0.3816,0.130167224,0.885498357,0.885498357,0.305848329,0.87,2.34E-05,4.630628018,4.630628018,0.001153118
SUV39H2,0.4875,0.009010887,2.045232465,2.045232465,0.053831744,0.23,0.189896819,0.72148231,0.72148231,0.377425834
SUZ12,0.2267,0.073059043,1.136326024,1.136326024,0.210825193,0.12,0.711581631,0.147775272,0.147775272,0.84393565
SVBP,0.1942,1.53E-02,1.82E+00,1.81555837,0.076648167,0.18,0.059797685,1.223315629,1.223315629,0.175036662
SVEP1,-0.023,0.840187183,0.075623948,-0.075623948,0.918643634,-0.31,0.063716001,1.195751491,-1.195751491,0.182541232
SVIL,0.296,0.310650711,0.507727648,0.507727648,0.517058842,0.255,0.316010537,0.500298435,0.500298435,0.521291003
SVIP,-0.5745,0.008612193,2.064886232,-2.064886232,0.052420362,-0.765,5.36E-04,3.270585073,-3.270585073,0.007448674
SWAP70,-0.3962,1.95E-04,3.709194053,-3.709194053,0.004462654,-0.6,6.50E-06,5.187395486,-5.187395486,6.11E-04
SWI5,-0.08555,0.970073405,0.013195402,-0.013195402,0.987110605,-0.005,0.724110038,0.140195432,-0.140195432,0.846765258
SYAP1,-0.278,0.021964915,1.658270478,-1.658270478,0.096772702,-0.59,0.021313848,1.671338132,-1.671338132,0.086616001
SYBU,-0.621,0.010203219,1.991262798,-1.991262798,0.058462753,-0.58,0.096183201,1.016900772,-1.016900772,0.240853915
SYDE1,0.36215,0.083479269,1.078421361,1.078421361,0.230265192,0.44,0.219909997,0.657755027,0.657755027,0.414572308
SYF2,0.2307,0.006055432,2.217854863,2.217854863,0.041507525,0.235,0.151469293,0.819675401,0.819675401,0.325151664
SYK,-0.1015,0.156431789,0.805674989,-0.805674989,0.340843323,-0.24,0.118043716,0.927957126,-0.927957126,0.275728524
SYMPK,0.2985,6.50E-05,4.186961828,4.186961828,0.002382857,0.13,0.159669616,0.796777719,0.796777719,0.336666052
SYN1,0.19895,0.491910562,0.308113852,0.308113852,0.682397598,0.405,0.020089508,1.697030701,1.697030701,0.083467911
SYN2,0.1677,0.649077155,0.187703676,0.187703676,0.797624699,1.055,0.563968721,0.248744983,0.248744983,0.739129782
SYNC,0.264,0.277178304,0.557240768,0.557240768,0.484518971,0.365,0.27224729,0.565036435,0.565036435,0.476940889
SYNCRIP,0.194,2.20E-02,1.658270478,1.658270478,0.096772702,0.045,0.143677527,0.842611157,0.842611157,0.314128145
SYNE1,0.205,0.274707782,0.561129037,0.561129037,0.481260825,0.05,0.870955687,0.060003941,0.060003941,0.929523665
SYNE2,-0.0476,0.888632267,0.051277921,-0.051277921,0.943489891,-0.045,0.946404395,0.023923252,-0.023923252,0.972512512
SYNE3,0.3061,0.571565306,0.242934141,0.242934141,0.746569223,0.3,0.349527378,0.456518801,0.456518801,0.554163887
SYNGR1,-0.286,0.715787983,0.145215597,-0.145215597,0.839539232,-0.66,0.349554362,0.456485274,-0.456485274,0.554163887
SYNGR2,-0.2417,0.156434688,0.80566694,-0.80566694,0.340843323,0.115,0.397603161,0.400550171,0.400550171,0.599318617
SYNJ1,-0.01425,0.897490718,0.046970034,-0.046970034,0.948331762,0.07,0.853332324,0.068881803,0.068881803,0.919669736
SYNJ2,0.029,7.07E-01,0.150309882,0.150309882,0.834496024,0.21,0.818337898,0.087067336,0.087067336,0.899561183
SYNJ2BP-COX16,-0.3089,0.189949531,0.721361775,-0.721361775,0.385512051,-0.08,0.995472368,0.00197079,-0.00197079,0.999008186
SYNM,0.1225,0.964257525,0.015806963,0.015806963,0.983315377,0.2,0.355345551,0.449349118,0.449349118,0.559348046
SYNPO,0.43485,0.098446641,1.006799099,1.006799099,0.255960582,0.855,0.016762184,1.775669393,1.775669393,0.073472579
SYNPO2,0.09,0.950868223,0.021879666,0.021879666,0.978417008,0.045,0.749504877,0.125225537,0.125225537,0.860963129
SYNRG,0.116,0.039806517,1.400045825,1.400045825,0.141299301,0.675,0.072997802,1.136690218,1.136690218,0.200871274
SYPL1,-0.51897,0.001303409,2.884919313,-2.884919313,0.015002945,-0.345,0.034679884,1.45992236,-1.45992236,0.120651062
SYT17,-0.132885,0.208165586,0.681591066,-0.681591066,0.40849296,-0.375,0.199564524,0.69991666,-0.69991666,0.389366149
SYT2,-0.3141,0.136401274,0.865181572,-0.865181572,0.314289628,-0.305,0.239460672,0.620765804,-0.620765804,0.439725902
SYT7,-0.248,0.167646175,0.77560635,-0.77560635,0.357307539,-0.185,0.469935756,0.32796151,-0.32796151,0.661018931
SYTL1,-0.721,0.00138181,2.859551534,-2.859551534,0.015477781,-0.805,0.002487538,2.60423019,-2.60423019,0.020251121
SYTL2,0.14665,0.920576188,0.035940263,0.035940263,0.962138027,0.68,0.338121466,0.470927257,0.470927257,0.544095338
SYTL3,-0.25775,0.117631273,0.929477204,-0.929477204,0.287318401,-1.25,0.036169846,1.441653346,-1.441653346,0.124179902
SYTL4,-0.347,0.04800668,1.318698324,-1.318698324,0.159124833,-0.485,0.048002772,1.318733683,-1.318733683,0.150554622
SYVN1,-0.026,0.84457118,0.073363743,-0.073363743,0.919682785,-0.095,0.796635169,0.098740525,-0.098740525,0.887910174
SZRD1,0.3059,0.02505399,1.6011231,1.6011231,0.105538152,0.475,8.00E-06,5.096993383,5.096993383,6.66E-04
SZT2,-0.1369,0.059068089,1.228647076,-1.228647076,0.18254552,-0.01,0.796644916,0.098735211,-0.098735211,0.887910174
TAB1,0.1407,0.178830361,0.747558747,0.747558747,0.37154017,-0.015,0.893038065,0.049130029,-0.049130029,0.942026399
TAB2,0.1677,0.050594459,1.295897041,1.295897041,0.164237955,0.3,4.26E-04,3.371097391,3.371097391,0.006428107
TAB3,0.038,0.86214468,0.064419847,0.064419847,0.930418037,-0.205,0.106663364,0.971984724,-0.971984724,0.2580065
TACC1,-0.316,0.24397848,0.612648478,-0.612648478,0.448717491,-0.5,0.145263604,0.837843185,-0.837843185,0.316475385
