ID,FoldChange.protein,pval.protein,logp.protein,signedlogp.protein,FDR.protein,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
NSFL1C,0.033,0.804017544,0.094734474,0.094734474,0.937164345,0.045,0.401493176,0.396321832,0.396321832,0.65816145
NSL1,0.2428,0.002810787,2.551172059,2.551172059,0.078672681,-0.05,0.673072991,0.171937836,-0.171937836,0.84143029
NSMAF,-0.094,0.128841961,0.889942675,-0.889942675,0.44585228,-0.005,0.960408561,0.017543977,-0.017543977,0.983920475
NSMCE1,-0.17025,0.045493147,1.34205402,-1.34205402,0.276473176,0.01,0.241432281,0.617204662,0.617204662,0.509669213
NSMCE2,-0.02832,0.658701579,0.181311296,-0.181311296,0.879040815,-0.15,0.003859179,2.413505029,-2.413505029,0.053241691
NSMCE3,-0.16075,0.18024255,0.744142676,-0.744142676,0.514306402,-0.245,0.006147061,2.211332494,-2.211332494,0.067881185
NSMCE4A,-0.04815,0.456609476,0.340455079,-0.340455079,0.76113413,-0.12,0.471710679,0.326324292,-0.326324292,0.715575242
NSRP1,0.053,0.166156144,0.779483594,0.779483594,0.497025461,-0.085,0.956453629,0.019336081,-0.019336081,0.98275829
NSUN2,0.0559,0.107831072,0.967256079,0.967256079,0.411230487,0.11,0.007134635,2.146628264,2.146628264,0.073760155
NSUN3,0.002025,8.15E-01,0.088672983,0.088672983,0.941404361,0.025,0.591856997,0.227783214,0.227783214,0.791243771
NSUN4,0.0835,0.148676002,0.827759126,0.827759126,0.473072466,0.15,0.112178941,0.950088663,0.950088663,0.338258033
NSUN5,0.24225,2.18E-04,3.661924329,3.661924329,0.023117937,0.15,0.03120767,1.505738651,1.505738651,0.167495213
NSUN6,-0.0013,0.58170544,0.235296875,-0.235296875,0.840993567,-0.22,0.037526812,1.425658329,-1.425658329,0.185827385
NT5C,-0.22665,0.070068966,1.154474289,-1.154474289,0.336230672,-0.025,0.724524154,0.139947132,-0.139947132,0.869630793
NT5C2,0.2645,0.132640175,0.877324913,0.877324913,0.449976097,0.13,0.325679544,0.487209519,0.487209519,0.595978715
NT5C3A,0.1935,0.212877461,0.671870319,0.671870319,0.550043107,0.135,0.172252215,0.763835185,0.763835185,0.423633504
NT5C3B,0.1858,0.117969926,0.928228694,0.928228694,0.426981871,0.11,0.078908109,1.102878365,1.102878365,0.279227895
NT5DC1,0.47665,2.45E-04,3.611244461,3.611244461,0.024072646,0.11,0.012359726,1.907991152,1.907991152,0.100204731
NT5DC2,0.17945,0.195200056,0.709520062,0.709520062,0.530724094,0.15,0.288166074,0.54035715,0.54035715,0.558708799
NT5DC3,0.0775,0.735752338,0.133268349,0.133268349,0.910772943,-0.01,0.960412299,0.017542287,-0.017542287,0.983920475
NT5E,0.401,0.241494033,0.617093596,0.617093596,0.579548356,0.275,0.11112735,0.954179043,0.954179043,0.336102441
NTAN1,0.0335,0.554792967,0.255869053,0.255869053,0.82328698,-0.19,0.225828674,0.646220916,-0.646220916,0.490630182
NTHL1,-5.00E-04,0.320910511,0.493616059,-0.493616059,0.660806891,0.55,0.001706336,2.767935322,2.767935322,0.033349679
NTM,-0.202,0.68055489,0.167136841,-0.167136841,0.887428345,-0.005,0.521997075,0.282331931,-0.282331931,0.750517953
NTMT1,0.18405,1.37E-01,0.864815898,0.864815898,0.454777944,0.265,0.002995665,2.523506782,2.523506782,0.0460505
NTN1,-0.2895,0.045493147,1.34205402,-1.34205402,0.276473176,-0.5,0.100427267,0.998148356,-0.998148356,0.317964194
NTN4,-0.563,0.078093984,1.107382422,-1.107382422,0.353100382,-0.49,0.101447931,0.993756804,-0.993756804,0.319325789
NTPCR,0.05114,0.509210246,0.293102866,0.293102866,0.794691198,0.07,0.368966741,0.43301278,0.43301278,0.630563842
NUB1,-0.0429085,0.484065585,0.315095793,-0.315095793,0.776598659,-0.13,0.041784381,1.378986026,-1.378986026,0.197245182
NUBP1,0.06,0.651538856,0.186059679,0.186059679,0.876568341,0.115,0.180164814,0.744330022,0.744330022,0.433712316
NUBP2,0.0177,8.97E-01,0.047048932,0.047048932,0.967548209,0.285,0.0144025,1.841562106,1.841562106,0.108844196
NUBPL,-0.25825,6.51E-04,3.18666187,-3.18666187,0.037305836,-0.07,0.092381374,1.034415584,-1.034415584,0.304061878
NUCB1,0.0115,0.842639216,0.074358333,0.074358333,0.949553362,-0.015,0.881602929,0.054726976,-0.054726976,0.94938043
NUCB2,-0.217,0.209249752,0.679335048,-0.679335048,0.545792843,-0.175,0.218345685,0.660855387,-0.660855387,0.480864282
NUCKS1,-0.16745,0.404400739,0.393188059,-0.393188059,0.729472528,-0.04,0.578265818,0.237872479,-0.237872479,0.78235592
NUDC,9.16E-02,0.038962362,1.409354718,1.409354718,0.259587648,0.26,0.00123119,2.909674842,2.909674842,0.028002009
NUDCD1,-0.087,0.462632256,0.334764091,-0.334764091,0.763578592,-0.08,0.119090795,0.924121805,-0.924121805,0.349631587
NUDCD2,0.14885,0.007926743,2.100905239,2.100905239,0.127679839,0.155,0.085819884,1.066412074,1.066412074,0.291465884
NUDCD3,-0.20705,0.010896843,1.962699302,-1.962699302,0.149575709,-0.13,0.00101477,2.99363242,-2.99363242,0.025165411
NUDT1,0.2039,0.027205548,1.565342522,1.565342522,0.220974793,0.455,0.003931882,2.405399516,2.405399516,0.053596786
NUDT10,-0.039,0.925156973,0.033784574,-0.033784574,0.976149877,-0.835,0.002055565,2.687068785,-2.687068785,0.037031477
NUDT11,0.009,0.797533227,0.098251214,0.098251214,0.935912008,-0.82,0.027549737,1.559882544,-1.559882544,0.156358846
NUDT12,0.0685,0.299611947,0.523440873,0.523440873,0.640462937,0.105,0.858191181,0.066415953,0.066415953,0.939157354
NUDT14,-0.01145,0.98812081,0.005189954,-0.005189954,0.997519204,0.08,0.571512106,0.242974566,0.242974566,0.777821261
NUDT15,0.34905,9.39E-05,4.027480677,4.027480677,0.014772304,0.505,3.64E-06,5.438674905,5.438674905,0.00170918
NUDT16,-0.0203,0.695006185,0.15801133,-0.15801133,0.893555565,-0.04,0.525165356,0.279703931,-0.279703931,0.750517953
NUDT16L1,3.50E-04,0.630226574,0.200503289,0.200503289,0.866940505,0.005,0.762060536,0.118010528,0.118010528,0.890065294
NUDT18,0.1318,0.459614157,0.337606603,0.337606603,0.76176782,0.025,0.350757305,0.454993275,0.454993275,0.618856048
NUDT19,0.205275,0.037120532,1.430385813,1.430385813,0.253835359,0.25,0.005523163,2.257812179,2.257812179,0.064301084
NUDT2,0.05575,0.940657298,0.026568571,0.026568571,0.979584829,0.115,0.948545167,0.022941984,0.022941984,0.97939577
NUDT21,0.02737,0.807861723,0.092662969,0.092662969,0.937769233,-0.045,0.964366795,0.015757752,-0.015757752,0.985115862
NUDT22,0.0105,0.847600517,0.071808787,0.071808787,0.952089883,-0.035,0.936696568,0.028401071,-0.028401071,0.974849861
NUDT3,-0.5385,0.022432393,1.649124393,-1.649124393,0.20785032,-0.025,0.591831705,0.227801773,-0.227801773,0.791243771
NUDT4,-0.015165,0.3331548,0.477353925,-0.477353925,0.669693202,-0.07,0.432923676,0.363588662,-0.363588662,0.684288943
NUDT5,-0.0515,0.788699078,0.103088667,-0.103088667,0.932884771,0.26,0.038007729,1.420128075,1.420128075,0.18711891
NUDT6,0.12379,0.247531625,0.606369307,0.606369307,0.586164262,0.19,0.016285433,1.788200696,1.788200696,0.11653197
NUDT7,-0.0649705,0.820410711,0.085968678,-0.085968678,0.944506857,-0.15,0.905176817,0.043266577,-0.043266577,0.960361609
NUDT8,0.3306,6.56E-02,1.183188255,1.183188255,0.326256562,0.42,0.020728738,1.683427141,1.683427141,0.133119758
NUDT9,0.14207,0.037572895,1.425125338,1.425125338,0.254947364,0.055,0.299510484,0.523587971,0.523587971,0.570283192
NUF2,3.91E-01,0.005614803,2.250665486,2.250665486,0.110689079,0.995,6.60E-05,4.18061953,4.18061953,0.005560025
NUFIP1,0.137275,0.176558692,0.753110896,0.753110896,0.509909996,-0.135,0.548076252,0.261159015,-0.261159015,0.763937664
NUFIP2,0.06345,0.046028226,1.336975767,1.336975767,0.278318834,0.125,0.186660149,0.728948392,0.728948392,0.440502556
NUMA1,-0.0625,0.509208023,0.293104762,-0.293104762,0.794691198,0.055,0.846495083,0.07237556,0.07237556,0.933550004
NUMB,0.0409,0.834879205,0.078376356,0.078376356,0.947391408,0.06,0.330534379,0.480783363,0.480783363,0.600455512
NUMBL,-0.2035,0.143175342,0.84413177,-0.84413177,0.466665299,-0.21,0.139110338,0.856640594,-0.856640594,0.37661564
NUP107,0.02338,0.827140351,0.082420792,0.082420792,0.946493626,0.075,0.249477143,0.602969239,0.602969239,0.518636295
NUP133,0.00445,0.43004895,0.366482108,0.366482108,0.744052726,0.095,0.195115665,0.709707861,0.709707861,0.451568826
NUP153,-0.01545,0.834881767,0.078375024,-0.078375024,0.947391408,0.155,0.004379119,2.358613229,2.358613229,0.05698549
NUP155,-0.03329,0.418533465,0.378269811,-0.378269811,0.737347129,0.24,0.010134016,1.994218425,1.994218425,0.089233106
NUP160,0.02095,0.773457574,0.111563503,0.111563503,0.926321348,0.105,0.041332767,1.383705515,1.383705515,0.195685892
NUP188,-0.002615,0.669513852,0.174240433,-0.174240433,0.882045715,0.46,1.61E-05,4.793875243,4.793875243,0.002946168
NUP205,0.06629,0.548162355,0.261090793,0.261090793,0.819113877,0.08,0.061981386,1.207738717,1.207738717,0.243419013
NUP210,0.2205,0.623193949,0.205376772,0.205376772,0.863577964,0.495,0.026182664,1.581986171,1.581986171,0.152026087
NUP214,0.05255,0.477887381,0.320674437,0.320674437,0.771768944,0.08,0.424202741,0.372426529,0.372426529,0.678044524
NUP35,-0.04985,0.924871346,0.033918675,-0.033918675,0.975947883,0.09,0.441609461,0.354961631,0.354961631,0.691861559
NUP37,-0.013,0.348243847,0.458116548,-0.458116548,0.682616251,0.18,0.035725218,1.447025115,1.447025115,0.180210536
NUP43,-0.05865,0.976244005,0.01044162,-0.01044162,0.993482033,0.04,0.415554663,0.38137184,0.38137184,0.670457022
NUP50,0.170235,0.007361529,2.133031996,2.133031996,0.123311578,0.25,5.11E-04,3.291392237,3.291392237,0.017053597
NUP54,0.07519,0.110027944,0.958497003,0.958497003,0.416342943,0.13,0.101421029,0.99387199,0.99387199,0.319325789
NUP58,0.05382,0.112252424,0.949804273,0.949804273,0.419145308,0.32,7.74E-06,5.111005751,5.111005751,0.002325846
NUP62,0.07423,0.195207087,0.709504418,0.709504418,0.530724094,0.17,7.50E-04,3.124909666,3.124909666,0.021309923
NUP85,-0.04005,0.233602062,0.631523327,-0.631523327,0.571240719,0.295,0.001033371,2.985743808,2.985743808,0.02537226
NUP88,0.00870118,0.940656987,0.026568714,0.026568714,0.979584829,0.205,2.44E-04,3.612454133,3.612454133,0.011033462
NUP93,0.0611,0.313702888,0.503481484,0.503481484,0.653126704,0.035,0.34819325,0.458179652,0.458179652,0.615976174
NUP98,-0.01541,0.512389087,0.290400129,-0.290400129,0.796997376,0.12,0.017173341,1.765145199,1.765145199,0.12011625
NUPL2,0.0449,0.612694648,0.212755914,0.212755914,0.857574955,0.05,0.496467247,0.304109397,0.304109397,0.734821265
NUPR1,-0.0415,0.769526897,0.113776196,-0.113776196,0.924979516,0.695,0.010889754,1.962981917,1.962981917,0.093127203
NUS1,0.4005,0.019097638,1.719020348,1.719020348,0.194632259,-0.08,1,0,0,1
NUSAP1,0.49685,0.020825298,1.681408773,1.681408773,0.201304955,1.055,2.25E-06,5.648601134,5.648601134,0.001556713
NUTF2,-0.08595,0.099411318,1.00256417,-1.00256417,0.398058507,0.05,0.106708008,0.971802986,0.971802986,0.329010336
NVL,0.14465,0.016082971,1.793633714,1.793633714,0.17719981,0.065,0.126297374,0.898605678,0.898605678,0.361149297
NXF1,-0.0065,0.940656987,0.026568714,-0.026568714,0.979584829,-0.035,0.750721346,0.124521235,-0.124521235,0.884694107
NXF2B,-0.0755,0.507876025,0.294242288,-0.294242288,0.794691198,-0.86,0.279427796,0.553730394,-0.553730394,0.549522154
NXN,-0.0435,0.21287506,0.671875216,-0.671875216,0.550043107,-0.055,0.198588171,0.702046623,-0.702046623,0.456401461
NXT1,-0.0165,0.916993771,0.037633615,-0.037633615,0.972706632,0.135,0.34056978,0.467793891,0.467793891,0.608261233
NXT2,0.04035,0.784882542,0.105195331,0.105195331,0.931158992,0.08,0.292685428,0.533598899,0.533598899,0.563307385
NYNRIN,-0.254,0.24550334,0.609942594,-0.609942594,0.583817419,-0.7,0.110016747,0.9585412,-0.9585412,0.334542653
OAF,-0.126,0.54074043,0.267011158,-0.267011158,0.814827133,-0.33,0.038948,1.409514844,-1.409514844,0.189231327
OARD1,-0.0567,0.396066248,0.402232166,-0.402232166,0.721720775,0.02,0.781043218,0.107324935,0.107324935,0.900290827
OAS1,-0.061,0.281498776,0.55052349,-0.55052349,0.621948463,-0.18,0.471731614,0.326305018,-0.326305018,0.715575242
OAS2,-0.145,0.616182709,0.210290493,-0.210290493,0.859697528,0.07,1,0,0,1
OAS3,-0.1285,0.980202547,0.008684173,-0.008684173,0.994301159,0.195,0.684016018,0.164933728,0.164933728,0.848351327
OASL,0.159805,0.563611304,0.249020305,0.249020305,0.829387566,0.785,0.154319342,0.811579637,0.811579637,0.399184157
OAT,-0.72225,0.010440384,1.981283516,-1.981283516,0.145357466,-0.95,0.007692697,2.113921356,-2.113921356,0.076540783
OBSL1,-0.084,0.127600813,0.89414656,-0.89414656,0.443698851,-0.375,0.002631362,2.579819407,-2.579819407,0.042793933
OCIAD1,0.01965,0.940657298,0.026568571,0.026568571,0.979584829,0.05,0.257670878,0.588934663,0.588934663,0.526237851
OCIAD2,0.2695,0.288198966,0.540307582,0.540307582,0.629492086,0.305,0.015009562,1.823631974,1.823631974,0.111308374
OCLN,0.3235,0.015437297,1.811428734,1.811428734,0.173303864,0.44,7.01E-05,4.154162175,4.154162175,0.005661654
OCRL,-0.0946585,0.2240126,0.649727553,-0.649727553,0.561746711,0.05,0.483978404,0.315174017,0.315174017,0.725370785
ODC1,-0.0803,0.894038575,0.048643742,-0.048643742,0.966235863,0.25,0.071558463,1.145338994,1.145338994,0.26384552
ODF2,-0.273,0.128845975,0.889929145,-0.889929145,0.44585228,0.32,0.003244873,2.488802242,2.488802242,0.048181394
ODF2L,-0.14575,0.343539308,0.464023564,-0.464023564,0.679723399,-0.07,0.061268888,1.212760002,-1.212760002,0.241537145
ODF3B,-0.2178,0.333149726,0.477360539,-0.477360539,0.669693202,-0.495,0.154323667,0.811567464,-0.811567464,0.399184157
ODR4,0.0935,0.424268396,0.372359318,0.372359318,0.740027551,0.14,0.366332416,0.43612465,0.43612465,0.628511102
OFD1,-0.0295,0.71713031,0.144401922,-0.144401922,0.904112357,0.08,0.401505535,0.396308463,0.396308463,0.65816145
OGA,0.0983,0.51239794,0.290392625,0.290392625,0.796997376,0.035,0.984157213,0.00693552,0.00693552,0.994460474
OGDH,-0.041,0.831007262,0.080395181,-0.080395181,0.946493626,0.285,0.007802466,2.107768135,2.107768135,0.077021143
OGDHL,-0.1836,0.132642208,0.877318258,-0.877318258,0.449976097,0.285,0.541560598,0.266352941,0.266352941,0.759008951
OGFOD1,0.18335,0.071615028,1.144995834,1.144995834,0.340765653,-0.105,0.538193516,0.269061539,-0.269061539,0.756759769
OGFOD2,0.0712,0.404398273,0.393190707,0.393190707,0.729472528,-0.065,0.605712684,0.217733332,-0.217733332,0.800097031
OGFOD3,-0.28255,0.036670846,1.435679075,-1.435679075,0.251846642,-0.095,0.901240526,0.045159288,-0.045159288,0.959008171
OGFR,0.03515,0.595392684,0.225196506,0.225196506,0.848531106,0.2,0.084971945,1.070724441,1.070724441,0.290148816
OGFRL1,-0.21319,0.00107321,2.969315479,-2.969315479,0.049402252,-0.345,0.005118472,2.290859641,-2.290859641,0.061660939
OGN,-0.5165,0.022727131,1.643455377,-1.643455377,0.209135179,-0.675,0.047120138,1.326793442,-1.326793442,0.210090596
OGT,0.0908,0.074794172,1.126132239,1.126132239,0.348482807,-0.045,0.57822392,0.237903946,-0.237903946,0.78235592
OIP5,0.4738,0.008892587,2.050971868,2.050971868,0.135297541,0.905,3.15E-06,5.501228116,5.501228116,0.001694136
OLA1,0.0988,0.515593837,0.287692283,0.287692283,0.797942527,0.085,0.564780293,0.248120465,0.248120465,0.773770169
OLFM1,-0.421,0.876262626,0.057365711,-0.057365711,0.960195993,-0.665,0.012199325,1.913664205,-1.913664205,0.099465031
OLFM4,-0.41165,0.316087583,0.500192564,-0.500192564,0.656058192,-2.145,0.013449628,1.871289715,-1.871289715,0.104744722
OLFML1,-0.6405,0.013640929,1.865156051,-1.865156051,0.163392228,-0.25,0.047663132,1.321817422,-1.321817422,0.211575962
OLFML2A,-0.0085,0.470329768,0.327597533,-0.327597533,0.76776031,-0.475,0.029345646,1.532456331,-1.532456331,0.161923674
OLFML2B,-0.1662,0.254376355,0.59452326,-0.59452326,0.593157996,-0.065,0.333121819,0.477396921,-0.477396921,0.601900436
OLFML3,-0.608,1.65E-04,3.781714816,-3.781714816,0.019689626,-1.485,3.31E-06,5.479685068,-5.479685068,0.001709081
OLR1,-0.1746,0.916394166,0.037917684,-0.037917684,0.972706632,0.35,0.732013441,0.135480944,0.135480944,0.874551656
OMA1,0.126,0.651533734,0.186063094,0.186063094,0.876568341,0.05,0.585078996,0.232785492,0.232785492,0.787106408
OMD,-0.3685,0.036670846,1.435679075,-1.435679075,0.251846642,-0.275,0.358520572,0.445485919,-0.445485919,0.623459313
OPA1,0.01895,0.702352636,0.153444783,0.153444783,0.896337644,0.085,0.223910487,0.649925565,0.649925565,0.488233117
OPA3,-0.09685,0.172315264,0.763676251,-0.763676251,0.505257009,0.1,0.028940879,1.538488288,1.538488288,0.160778016
OPHN1,-0.1255,0.345696753,0.461304699,-0.461304699,0.681862643,-0.04,0.277022326,0.557485229,-0.557485229,0.547274596
OPLAH,0.12825,0.39606129,0.402237602,0.402237602,0.721720775,0.595,3.87E-04,3.412394729,3.412394729,0.014489368
OPTN,-0.0922,0.4536159,0.343311731,-0.343311731,0.758858059,-0.175,0.205621755,0.686930938,-0.686930938,0.46602561
ORAI1,0.035285,0.39941467,0.398575988,0.398575988,0.725347326,0.15,0.299553611,0.523525441,0.523525441,0.570283192
ORC1,0.252,0.068154634,1.166504612,1.166504612,0.333310982,0.935,1.23E-05,4.911308959,4.911308959,0.002637832
ORC2,0.06295,0.308951479,0.510109722,0.510109722,0.649430574,0.055,0.308875302,0.510216817,0.510216817,0.579566902
ORC3,0.0488,0.435867692,0.360645321,0.360645321,0.748930775,0.01,0.483923321,0.315223448,0.315223448,0.725370785
ORC4,-0.06645,7.96E-01,0.098896284,-0.098896284,0.934831135,-0.225,0.059910867,1.222494398,-1.222494398,0.238306443
ORC5,0.0718,0.502859533,0.298553312,0.298553312,0.789264747,0.005,0.541380164,0.266497661,0.266497661,0.759008951
ORC6,0.54947,0.090740509,1.042198787,1.042198787,0.383380956,0.375,0.017195529,1.764584467,1.764584467,0.12011625
ORM1,-0.427,0.328215248,0.483841246,-0.483841246,0.665263056,0.785,0.31847658,0.4969225,0.4969225,0.588506843
ORM2,-0.381,0.2495666,0.602813538,-0.602813538,0.587860679,0.27,0.306599997,0.513427853,0.513427853,0.577213184
ORMDL1,-0.4095,0.379266154,0.421055913,-0.421055913,0.707168041,-0.11,0.274776734,0.561020043,-0.561020043,0.544888239
ORMDL2,0.3556,0.007629899,2.117481228,2.117481228,0.125834637,0.09,0.229694728,0.638848972,0.638848972,0.495472298
OS9,0.0375,0.598836315,0.222691871,0.222691871,0.851285752,-0.265,7.63E-04,3.117256763,-3.117256763,0.021554826
OSBP,-0.01,0.932761886,0.030229208,-0.030229208,0.977948683,0.14,0.034018258,1.468287935,1.468287935,0.175272968
OSBP2,-0.20475,0.167672936,0.775537032,-0.775537032,0.499643623,0.1,0.655088291,0.183700163,0.183700163,0.830040277
OSBPL10,-0.203,0.348241318,0.458119702,-0.458119702,0.682616251,0.49,0.328174632,0.483894993,0.483894993,0.598257403
OSBPL11,0.0145,0.274900182,0.560824972,0.560824972,0.615353926,0.145,0.371612872,0.429909251,0.429909251,0.632578915
OSBPL1A,-0.2225,0.007810557,2.107318008,-2.107318008,0.126675701,-0.2,0.046544462,1.332131984,-1.332131984,0.208719271
OSBPL2,-0.0766,0.509181349,0.293127513,-0.293127513,0.794691198,-0.05,0.453516355,0.343407047,-0.343407047,0.701253066
OSBPL3,0.19925,0.630230164,0.200500815,0.200500815,0.866940505,-0.065,0.850401105,0.070376184,-0.070376184,0.93603499
OSBPL5,-0.2159,0.007254328,2.139402815,-2.139402815,0.122853706,-0.49,0.019142587,1.717999371,-1.717999371,0.127790256
OSBPL6,-0.127,0.209074751,0.679698412,-0.679698412,0.545792843,-1.63,0.002347654,2.62936583,-2.62936583,0.040093584
OSBPL7,-0.1044,0.139151827,0.856511088,-0.856511088,0.45969417,0,0.92092282,0.035776765,0,0.967113964
OSBPL8,-0.05019,0.200390708,0.69812242,-0.69812242,0.535040695,-0.16,0.056634623,1.246917986,-1.246917986,0.231412009
OSBPL9,-0.0275,0.318489278,0.496905184,-0.496905184,0.657452392,-0.155,0.071549532,1.1453932,-1.1453932,0.26384552
OSCP1,-0.386,0.220253892,0.657076409,-0.657076409,0.557521251,-0.115,0.691322906,0.160319053,-0.160319053,0.851316538
OSGEP,-0.0218,0.401614261,0.396190874,-0.396190874,0.726152445,0.02,0.239397021,0.620881259,0.620881259,0.507294064
OSGEPL1,0.13154,0.453606421,0.343320806,0.343320806,0.758858059,0.065,0.619637194,0.207862521,0.207862521,0.808967361
OSR2,-0.327,0.061647906,1.210081668,-1.210081668,0.317111954,-0.52,0.020459991,1.689094558,-1.689094558,0.132067479
OSTC,0.129,0.972286587,0.012205705,0.012205705,0.991902719,-0.055,0.706000356,0.15119508,-0.15119508,0.859842824
OSTF1,0.0069,0.453611161,0.343316269,0.343316269,0.758858059,0.04,0.781033137,0.10733054,0.10733054,0.900290827
OSTM1,-0.098355,0.205674096,0.686820402,-0.686820402,0.541466556,-0.12,0.098357711,1.007191588,-1.007191588,0.315009935
OTC,-0.4655,0.194200995,0.71174855,-0.71174855,0.530724094,0,0.317226535,0.498630493,0,0.588365786
OTUB1,-0.0453,0.564815017,0.248093765,-0.248093765,0.829387566,0.105,0.128723535,0.890342042,0.890342042,0.365278857
OTUB2,0.860975,0.00706486,2.150896411,2.150896411,0.120789959,-0.31,0.477859659,0.320699631,-0.320699631,0.720385845
OTUD1,0.1465,0.611136882,0.213861506,0.213861506,0.857574955,-0.17,0.311281863,0.506846183,-0.506846183,0.581462555
OTUD3,0.09385,0.151420328,0.819815816,0.819815816,0.477363122,0.105,0.180189966,0.744269397,0.744269397,0.433712316
OTUD4,0.0976,0.143173243,0.844138137,0.844138137,0.466665299,0.185,0.002849613,2.545214041,2.545214041,0.044879761
OTUD5,0.0814,0.140481128,0.852382015,0.852382015,0.461963909,-0.02,0.155645213,0.807864233,-0.807864233,0.400906323
OTUD6B,0.0883,0.2495666,0.602813538,0.602813538,0.587860679,0.05,0.233528448,0.631660206,0.631660206,0.499363378
OTUD7B,-0.12225,0.078093984,1.107382422,-1.107382422,0.353100382,0.105,0.669479586,0.174262661,0.174262661,0.839304802
OTULIN,0.14566,0.095398385,1.020458976,1.020458976,0.391107164,0.08,0.233516178,0.631683027,0.631683027,0.499363378
OTULINL,-0.0084,0.418535907,0.378267277,-0.378267277,0.737347129,0.045,0.739484291,0.131071047,0.131071047,0.878558499
OVCA2,0.12025,0.152910125,0.815563756,0.815563756,0.480561871,0.22,0.044398569,1.352631025,1.352631025,0.203928434
OVGP1,-0.879,0.02513769,1.599674639,-1.599674639,0.215452339,-1.45,0.102507549,0.989244149,-0.989244149,0.321042589
OVOL2,0.309,0.099961181,1.000168623,1.000168623,0.39907865,0.485,0.068528657,1.164127778,1.164127778,0.257120541
OXA1L,0.278,0.328220325,0.483834529,0.483834529,0.665263056,0.07,0.361063943,0.442415879,0.442415879,0.623782104
OXCT1,-0.1365,0.831009009,0.080394268,-0.080394268,0.946493626,-0.105,0.862091003,0.064446887,-0.064446887,0.93983226
OXLD1,0.014615,0.874396332,0.058291673,0.058291673,0.960005808,-0.02,0.42415896,0.372471355,-0.372471355,0.678044524
OXNAD1,0.0175,0.686120225,0.163599779,0.163599779,0.88990854,0.05,0.602222261,0.220243195,0.220243195,0.798302747
OXR1,-0.4995,0.014416362,1.841144326,-1.841144326,0.167280857,-0.295,0.064114665,1.19304262,-1.19304262,0.247547069
OXSM,0.1303,0.212877461,0.671870319,0.671870319,0.550043107,0.235,0.042847977,1.368069676,1.368069676,0.199707863
OXSR1,0.0093,0.831003768,0.080397007,0.080397007,0.946493626,0.05,0.107762691,0.967531574,0.967531574,0.330748745
P2RX4,-0.045,0.2240126,0.649727553,-0.649727553,0.561746711,-0.255,0.090542849,1.043145843,-1.043145843,0.30054994
P3H1,0.01555,0.84652452,0.072360458,0.072360458,0.951132101,-0.13,0.111067344,0.954413615,-0.954413615,0.336102441
P3H2,0.0105,0.882213524,0.054426289,0.054426289,0.961990538,-0.395,0.191794737,0.717163315,-0.717163315,0.446763881
P3H3,-0.0695,0.936708503,0.028395537,-0.028395537,0.979584829,-0.095,0.456595301,0.340468563,-0.340468563,0.703480846
P3H4,-0.1165,0.928815803,0.032070404,-0.032070404,0.977126731,0.02,0.968325823,0.013978486,0.013978486,0.986928781
P4HA1,0.236,0.316095202,0.500182097,0.500182097,0.656058192,-0.03,0.662260771,0.17897097,-0.17897097,0.834399531
P4HA2,-0.02115,0.292731021,0.533531252,-0.533531252,0.634088442,0.025,0.651494451,0.186089279,0.186089279,0.827588803
P4HB,0.016,0.60574863,0.21770756,0.21770756,0.854992214,0.125,0.101426409,0.99384895,0.99384895,0.319325789
P4HTM,0.11,0.35854075,0.445461478,0.445461478,0.690303683,-0.07,0.266182196,0.574820997,-0.574820997,0.536310032
PA2G4,0.1742,0.070066026,1.154492514,1.154492514,0.336230672,0.155,0.022690107,1.644163461,1.644163461,0.140241421
PAAF1,0.25275,0.003047631,2.516037568,2.516037568,0.081379689,0.26,0.024866278,1.604389222,1.604389222,0.148103446
PABPC1,0.12265,0.038494775,1.414598212,1.414598212,0.257921814,0.035,0.81939241,0.086508063,0.086508063,0.920462951
PABPC3,0.472615,0.006119469,2.213286232,2.213286232,0.115291234,-0.22,0.308735583,0.510413314,-0.510413314,0.579566902
PABPC4,0.0902,0.343166602,0.464494986,0.464494986,0.679497649,0.145,0.655081519,0.183704653,0.183704653,0.830040277
PABPC4L,-0.3702,0.342857143,0.464886798,-0.464886798,0.679497649,-0.715,0.007468902,2.126743264,-2.126743264,0.075295287
PABPC5,0.1555,1,0,0,1,-0.29,0.037567886,1.425183248,-1.425183248,0.185827385
PABPN1,9.00E-04,0.846523725,0.072360866,0.072360866,0.951132101,-0.075,0.16912631,0.771788826,-0.771788826,0.419296818
PACRG,-0.747,0.078686531,1.104099601,-1.104099601,0.355254013,-2.46,0.001322474,2.878612832,-2.878612832,0.029074136
PACRGL,-0.09145,0.661682173,0.179350566,-0.179350566,0.879398036,-0.085,0.680356917,0.167263196,-0.167263196,0.846038097
PACS1,-0.0891,0.148678133,0.827752901,-0.827752901,0.473072466,0.2,0.355926025,0.448640256,0.448640256,0.623459313
PACS2,-0.1887,0.002271512,2.643685024,-2.643685024,0.07141321,-0.035,0.647922174,0.188477157,-0.188477157,0.825658824
PACSIN1,0.3265,0.396068727,0.402229448,0.402229448,0.721720775,0.535,0.178613894,0.74808476,0.74808476,0.431377743
PACSIN2,0.07517,0.08777184,1.056644796,1.056644796,0.376523397,0.225,0.147249306,0.831946743,0.831946743,0.38874989
